year,team,player,fmvp,league
1954,MNL,Slater Martin,FALSE,NBA
1954,MNL,Whitey Skoog,FALSE,NBA
1954,MNL,Jim Holstein,FALSE,NBA
1954,MNL,Pep Saul,FALSE,NBA
1954,MNL,Dick Schnittker,FALSE,NBA
1953,MNL,George Mikan,FALSE,NBA
1953,MNL,Jim Pollard,FALSE,NBA
1953,MNL,Vern Mikkelsen,FALSE,NBA
1953,MNL,Slater Martin,FALSE,NBA
1953,MNL,Pep Saul,FALSE,NBA
1953,MNL,Whitey Skoog,FALSE,NBA
1953,MNL,Jim Holstein,FALSE,NBA
1953,MNL,Lew Hitch,FALSE,NBA
1953,MNL,Bob Harrison,FALSE,NBA
1953,MNL,Dick Schnittker,FALSE,NBA
1952,MNL,George Mikan,FALSE,NBA
1952,MNL,Vern Mikkelsen,FALSE,NBA
1952,MNL,Pep Saul,FALSE,NBA
1952,MNL,Jim Pollard,FALSE,NBA
1952,MNL,Slater Martin,FALSE,NBA
1952,MNL,Bob Harrison,FALSE,NBA
1952,MNL,Lew Hitch,FALSE,NBA
1952,MNL,Joe Hutton,FALSE,NBA
1952,MNL,Howie Schultz,FALSE,NBA
1951,ROC,Arnie Risen,FALSE,NBA
1951,ROC,Bob Davies,FALSE,NBA
1951,ROC,Arnie Johnson,FALSE,NBA
1951,ROC,Bobby Wanzer,FALSE,NBA
1951,ROC,Jack Coleman,FALSE,NBA
1951,ROC,Red Holzman,FALSE,NBA
1951,ROC,Bill Calhoun,FALSE,NBA
1951,ROC,Joe McNamee,FALSE,NBA
1951,ROC,Paul Noel,FALSE,NBA
1951,ROC,Pep Saul,FALSE,NBA
1950,MNL,George Mikan,FALSE,NBA
1950,MNL,Jim Pollard,FALSE,NBA
1950,MNL,Vern Mikkelsen,FALSE,NBA
1950,MNL,Bud Grant,FALSE,NBA
1950,MNL,Arnie Risen,FALSE,NBA
1950,MNL,Slater Martin,FALSE,NBA
1950,MNL,Don Carlson,FALSE,NBA
1950,MNL,Bob Harrison,FALSE,NBA
1950,MNL,Herm Schaefer,FALSE,NBA
1950,MNL,Billy Hassett,FALSE,NBA
1950,MNL,Tony Jaros,FALSE,NBA
1949,MNL,George Mikan,FALSE,BAA
1949,MNL,Herm Schaefer,FALSE,BAA
1949,MNL,Jim Pollard,FALSE,BAA
1949,MNL,Arnie Ferrin,FALSE,BAA
1949,MNL,Don Carlson,FALSE,BAA
1949,MNL,Tony Jaros,FALSE,BAA
1949,MNL,Jack Dwan,FALSE,BAA
1949,MNL,Donnie Forman,FALSE,BAA
1949,MNL,Earl Gardner,FALSE,BAA
1949,MNL,Johnny Jorgensen,FALSE,BAA
1949,MNL,Whitey Kachan,FALSE,BAA
1948,BLB,Connie Simmons,FALSE,BAA
1948,BLB,Paul Hoffman,FALSE,BAA
1948,BLB,Kleggie Hermsen,FALSE,BAA
1948,BLB,Buddy Jeannette,FALSE,BAA
1948,BLB,Chick Reiser,FALSE,BAA
1948,BLB,Dick Schulz,FALSE,BAA
1948,BLB,Grady Lewis,FALSE,BAA
1948,BLB,Carl Meinhold,FALSE,BAA
1948,BLB,Herm Fuetsch,FALSE,BAA
1948,BLB,Red Klotz,FALSE,BAA
1947,PHW,Joe Fulks,FALSE,BAA
1947,PHW,George Senesky,FALSE,BAA
1947,PHW,Angelo Musi,FALSE,BAA
1947,PHW,Ralph Kaplowitz,FALSE,BAA
1947,PHW,Howie Dallmar,FALSE,BAA
1947,PHW,Jerry Fleishman,FALSE,BAA
1947,PHW,Art Hillhouse,FALSE,BAA
1947,PHW,Matt guokas,FALSE,BAA
1947,PHW,Petey Rosenberg,FALSE,BAA
1947,PHW,Jerry Rullo,FALSE,BAA
