year,team,player,fmvp,league
1950,SYR,Andrew Levane,FALSE,NBA
1950,SYR,Leory Chollet,FALSE,NBA
1950,SYR,Ray Corley,FALSE,NBA
1949,WSC,Jack Nichols,FALSE,BAA
1949,WSC,Kleggie Hermsen,FALSE,BAA
1949,WSC,Fred Scolari,FALSE,BAA
1949,WSC,Sonny Hertzberg,FALSE,BAA
1949,WSC,Bones McKinney,FALSE,BAA
1949,WSC,Dick O'Keefe,FALSE,BAA
1949,WSC,Johnny Norlander,FALSE,BAA
1949,WSC,Dick Schulz,FALSE,BAA
1949,WSC,Matt Zunic,FALSE,BAA
1949,WSC,Leo Katkaveck,FALSE,BAA
1948,PHW,Joe Fulks,FALSE,BAA
1948,PHW,Chick Halbert,FALSE,BAA
1948,PHW,George Senesky,FALSE,BAA
1948,PHW,Howie Dallmar,FALSE,BAA
1948,PHW,Ralph Kaplowitz,FALSE,BAA
1948,PHW,Angelo Musi,FALSE,BAA
1948,PHW,Bob O'Brien,FALSE,BAA
1948,PHW,Chink Crossin,FALSE,BAA
1948,PHW,Jerry Fleishman,FALSE,BAA
1948,PHW,Hank Beenders,FALSE,BAA
1947,CHS,Chick Halbert,FALSE,BAA
1947,CHS,Don Carlson,FALSE,BAA
1947,CHS,Jim Seminoff,FALSE,BAA
1947,CHS,Max Zaslofsky,FALSE,BAA
1947,CHS,Chet Carlisle,FALSE,BAA
1947,CHS,Chuck Gilmur,FALSE,BAA
1947,CHS,Tony Jaros,FALSE,BAA
1947,CHS,Wilbert Kaultz,FALSE,BAA
1947,CHS,Mickey Rottner,FALSE,BAA
1947,CHS,Bill Davis,FALSE,BAA
1947,CHS,Doyle Parrack,FALSE,BAA
