g,gs,mp,fg,fga,x3p,x3pa,x2p,x2pa,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,player_id,player,pos,lg,age,experience,tm,season,mpg,fg%,3p%,2p%,ft%,rpg,apg,spg%,bpg,tpg,pfpg,ppg,all-star selections,aba mvp,aba roy,dpoy,mip,nba mvp,nba roy,smoy,championships,finals_appearances,fmvp,hof
1,0.0,6.0,2,3,0.0,0.0,2,3,1,1,0.0,1.0,1.0,0,0.0,0.0,1.0,3,5,3345,ratko varda,C,NBA,22.0,1,DET,2002-2002,6.0,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
1244,853.0,36041.0,5353,11590,1155.0,3038.0,4198,8552,3621,4724,943.0,3996.0,4939.0,2500,824.0,366.0,1818.0,2758,15482,3346,richard jefferson,SF,NBA,37.0,17,"DEN, CLE, CLE, DAL, UTA, GSW, TOT, SAS, GSW, SAS, SAS, MIL, NJN, NJN, NJN, NJN, NJN, NJN, NJN",2002-2018,28.971864951768488,0.4618636755823986,0.380184331797235,0.4908793264733396,0.7665114309906859,3.970257234726688,2.009646302250804,0.662379421221865,0.2942122186495177,1.4614147909967845,2.217041800643087,12.445337620578778,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,no
276,23.0,4031.0,738,1744,115.0,350.0,623,1394,242,331,137.0,437.0,574.0,281,150.0,76.0,322.0,373,1833,3347,rodney white,SF,NBA,24.0,4,"TOT, DEN, GSW, DEN, DEN, DET",2002-2005,14.605072463768115,0.4231651376146789,0.3285714285714285,0.4469153515064562,0.7311178247734139,2.079710144927536,1.0181159420289856,0.5434782608695652,0.2753623188405797,1.1666666666666667,1.3514492753623188,6.641304347826087,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
44,1.0,276.0,14,38,0.0,0.0,14,38,15,27,22.0,35.0,57.0,6,4.0,17.0,14.0,40,43,3348,ruben boumtje-boumtje,C,NBA,25.0,3,"POR, POR, POR",2002-2004,6.2727272727272725,0.3684210526315789,0.0,0.3684210526315789,0.5555555555555556,1.2954545454545454,0.1363636363636363,0.0909090909090909,0.3863636363636363,0.3181818181818182,0.9090909090909092,0.9772727272727272,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
886,694.0,21646.0,2810,5393,1.0,12.0,2809,5381,1193,1689,2289.0,4653.0,6942.0,465,437.0,1546.0,1271.0,2601,6814,3349,samuel dalembert,C,NBA,33.0,13,"NYK, DAL, MIL, HOU, SAC, PHI, PHI, PHI, PHI, PHI, PHI, PHI, PHI",2002-2015,24.431151241534987,0.5210458001112553,0.0833333333333333,0.5220219290094777,0.7063351095322676,7.8352144469525955,0.5248306997742663,0.4932279909706546,1.744920993227991,1.4345372460496617,2.935665914221219,7.690744920993228,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
1059,764.0,32379.0,3211,7328,1352.0,3521.0,1859,3807,1258,1699,1363.0,3092.0,4455.0,1902,1057.0,987.0,957.0,2366,9032,3350,shane battier,SF,NBA,35.0,13,"MIA, MIA, MIA, TOT, HOU, MEM, HOU, HOU, HOU, HOU, MEM, MEM, MEM, MEM, MEM",2002-2014,30.575070821529746,0.4381823144104803,0.3839818233456404,0.4883110060415025,0.7404355503237199,4.206798866855524,1.7960339943342776,0.9981114258734656,0.9320113314447592,0.9036827195467422,2.2341831916902737,8.52880075542965,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,no
396,175.0,10414.0,1383,3364,53.0,279.0,1330,3085,989,1307,231.0,783.0,1014.0,1815,612.0,48.0,699.0,1011,3808,3351,speedy claxton,PG,NBA,30.0,7,"ATL, ATL, NOK, TOT, GSW, NOH, GSW, SAS, PHI",2002-2009,26.2979797979798,0.4111177170035672,0.1899641577060931,0.4311183144246353,0.7566947207345065,2.560606060606061,4.583333333333333,1.5454545454545454,0.1212121212121212,1.7651515151515151,2.553030303030303,9.616161616161616,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,no
400,130.0,5993.0,735,1313,0.0,1.0,735,1312,347,715,482.0,782.0,1264.0,79,49.0,422.0,249.0,656,1817,3352,steven hunter,C,NBA,28.0,8,"MEM, DEN, PHI, PHI, PHO, ORL, ORL, ORL",2002-2010,14.9825,0.5597867479055598,0.0,0.5602134146341463,0.4853146853146853,3.16,0.1975,0.1225,1.055,0.6225,1.64,4.5425,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
9,2.0,98.0,10,19,0.0,1.0,10,18,0,1,6.0,12.0,18.0,5,4.0,0.0,2.0,10,20,3353,tang hamilton,SF,NBA,23.0,1,MIA,2002-2002,10.88888888888889,0.5263157894736842,0.0,0.5555555555555556,0.0,2.0,0.5555555555555556,0.4444444444444444,0.0,0.2222222222222222,1.1111111111111112,2.2222222222222223,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
139,12.0,1934.0,209,514,22.0,112.0,187,402,32,45,123.0,254.0,377.0,93,35.0,49.0,81.0,126,472,3354,terence morris,SF,NBA,27.0,3,"ORL, HOU, HOU",2002-2006,13.913669064748202,0.4066147859922179,0.1964285714285714,0.4651741293532338,0.7111111111111111,2.712230215827338,0.6690647482014388,0.2517985611510791,0.3525179856115107,0.5827338129496403,0.9064748201438848,3.3956834532374103,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
134,1.0,1654.0,202,526,30.0,85.0,172,441,93,121,41.0,125.0,166.0,266,64.0,4.0,143.0,95,527,3355,tierre brown,PG,NBA,25.0,4,"LAL, NOH, CLE, HOU",2002-2005,12.343283582089551,0.3840304182509506,0.3529411764705882,0.3900226757369615,0.768595041322314,1.2388059701492538,1.9850746268656716,0.4776119402985074,0.0298507462686567,1.0671641791044777,0.7089552238805971,3.9328358208955225,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
1254,1151.0,38279.0,7777,15830,519.0,1603.0,7258,14227,3400,4525,441.0,2955.0,3396.0,7036,1053.0,98.0,2865.0,2059,19473,3356,tony parker,PG,NBA,36.0,18,"CHO, SAS, SAS, SAS, SAS, SAS, SAS, SAS, SAS, SAS, SAS, SAS, SAS, SAS, SAS, SAS, SAS, SAS",2002-2019,30.525518341307816,0.491282375236892,0.3237679351216469,0.510156744218739,0.7513812154696132,2.708133971291866,5.610845295055821,0.8397129186602871,0.0781499202551834,2.284688995215311,1.641945773524721,15.528708133971293,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,1,yes
103,27.0,1233.0,105,257,4.0,20.0,101,237,87,110,94.0,134.0,228.0,54,47.0,6.0,50.0,146,301,3357,tremaine fowlkes,SF,NBA,28.0,4,"IND, DET, LAC, LAC",2002-2005,11.970873786407768,0.4085603112840467,0.2,0.4261603375527426,0.7909090909090909,2.2135922330097086,0.5242718446601942,0.4563106796116505,0.058252427184466,0.4854368932038835,1.4174757281553398,2.9223300970873787,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
707,434.0,17051.0,1606,3615,97.0,308.0,1509,3307,555,726,561.0,1348.0,1909.0,1173,295.0,275.0,619.0,1489,3864,3358,trenton hassell,SF,NBA,30.0,9,"NJN, NJN, TOT, DAL, NJN, MIN, MIN, MIN, MIN, CHI, CHI",2002-2010,24.117397454031117,0.4442600276625172,0.3149350649350649,0.4563048079830662,0.7644628099173554,2.7001414427157,1.6591230551626592,0.4172560113154172,0.3889674681753889,0.8755304101838756,2.1060820367751063,5.465346534653466,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
832,534.0,22239.0,3156,7095,676.0,1758.0,2480,5337,1679,2152,1495.0,4740.0,6235.0,1237,539.0,339.0,984.0,2133,8667,3359,troy murphy,PF,NBA,32.0,12,"DAL, LAL, TOT, NJN, BOS, IND, IND, IND, TOT, GSW, IND, GSW, GSW, GSW, GSW, GSW",2002-2013,26.729567307692307,0.4448202959830867,0.3845278725824801,0.4646805321341578,0.7802044609665427,7.493990384615385,1.4867788461538465,0.6478365384615384,0.4074519230769231,1.1826923076923077,2.563701923076923,10.417067307692308,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
1215,892.0,32492.0,3619,6063,0.0,12.0,3619,6051,2444,3801,3621.0,7153.0,10774.0,1004,651.0,1358.0,1698.0,3378,9682,3360,tyson chandler,C,NBA,37.0,19,"HOU, TOT, PHO, LAL, PHO, PHO, PHO, DAL, NYK, NYK, NYK, DAL, CHA, NOH, NOH, NOK, CHI, CHI, CHI, CHI, CHI",2002-2020,26.74238683127572,0.5968992248062015,0.0,0.5980829614939679,0.6429886871875822,8.867489711934157,0.8263374485596707,0.5358024691358024,1.117695473251029,1.3975308641975308,2.780246913580247,7.968724279835391,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,no
933,291.0,20474.0,2709,6559,1244.0,3291.0,1465,3268,768,1006,814.0,2728.0,3542.0,1260,673.0,314.0,1072.0,1970,7430,3361,vladimir radmanović,PF,NBA,32.0,12,"CHI, ATL, GSW, TOT, CHA, GSW, TOT, LAL, CHA, LAL, LAL, TOT, SEA, LAC, SEA, SEA, SEA, SEA",2002-2013,21.944265809217576,0.4130202774813233,0.3780006077180188,0.4482864137086903,0.7634194831013916,3.7963558413719185,1.3504823151125402,0.7213290460878885,0.3365487674169346,1.1489817792068595,2.1114683815648445,7.963558413719185,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
168,22.0,2296.0,323,821,102.0,334.0,221,487,99,141,36.0,160.0,196.0,358,89.0,15.0,170.0,218,847,3362,will solomon,PG,NBA,30.0,2,"TOT, TOR, SAC, MEM",2002-2009,13.666666666666666,0.3934226552984166,0.3053892215568862,0.4537987679671458,0.7021276595744681,1.1666666666666667,2.130952380952381,0.5297619047619048,0.0892857142857142,1.011904761904762,1.2976190476190477,5.041666666666667,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
1166,927.0,36373.0,7851,16647,231.0,826.0,7620,15821,3686,4836,3436.0,7276.0,10712.0,2152,877.0,317.0,2404.0,2762,19619,3363,zach randolph,PF,NBA,36.0,17,"SAC, MEM, MEM, MEM, MEM, MEM, MEM, MEM, MEM, TOT, NYK, LAC, NYK, POR, POR, POR, POR, POR, POR",2002-2018,31.19468267581475,0.471616507478825,0.2796610169491525,0.481638328803489,0.7622001654259719,9.18696397941681,1.8456260720411664,0.7521440823327615,0.2718696397941681,2.0617495711835336,2.3687821612349915,16.82590051457976,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,no
239,24.0,3553.0,522,1003,0.0,0.0,522,1003,323,409,219.0,527.0,746.0,94,62.0,171.0,220.0,564,1367,3364,željko rebrača,C,NBA,33.0,5,"LAC, LAC, TOT, DET, ATL, DET, DET",2002-2006,14.866108786610878,0.5204386839481555,0.0,0.5204386839481555,0.7897310513447433,3.1213389121338913,0.3933054393305439,0.2594142259414226,0.7154811715481172,0.9205020920502092,2.359832635983264,5.7196652719665275,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
38,0.0,222.0,22,74,10.0,28.0,12,46,6,8,2.0,14.0,16.0,24,4.0,2.0,4.0,16,60,3365,adam harrington,SG,NBA,22.0,1,"TOT, DAL, DEN",2003-2003,5.842105263157895,0.2972972972972973,0.3571428571428571,0.2608695652173913,0.75,0.4210526315789473,0.631578947368421,0.1052631578947368,0.0526315789473684,0.1052631578947368,0.4210526315789473,1.5789473684210529,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
905,711.0,27499.0,6184,11499,30.0,131.0,6154,11368,4276,5630,2139.0,4822.0,6961.0,1095,665.0,1092.0,2031.0,2846,16674,3366,amar'e stoudemire,C,NBA,33.0,14,"MIA, TOT, NYK, DAL, NYK, NYK, NYK, NYK, PHO, PHO, PHO, PHO, PHO, PHO, PHO, PHO",2003-2016,30.385635359116023,0.5377858944256022,0.2290076335877862,0.5413441238564392,0.7595026642984014,7.691712707182321,1.2099447513812154,0.7348066298342542,1.2066298342541435,2.2441988950276244,3.1447513812154697,18.424309392265194,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,no
11,0.0,91.0,8,35,1.0,5.0,7,30,0,0,4.0,4.0,8.0,6,3.0,0.0,6.0,11,17,3367,antoine rigaudeau,SG,NBA,31.0,1,DAL,2003-2003,8.272727272727273,0.2285714285714285,0.2,0.2333333333333333,0.0,0.7272727272727273,0.5454545454545454,0.2727272727272727,0.0,0.5454545454545454,1.0,1.5454545454545454,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
424,44.0,7471.0,959,2401,419.0,1134.0,540,1267,566,721,158.0,920.0,1078.0,384,180.0,105.0,377.0,946,2903,3368,boštjan nachbar,PF,NBA,27.0,6,"NJN, NJN, TOT, NOK, NJN, TOT, HOU, NOH, HOU, HOU",2003-2008,17.620283018867923,0.3994169096209912,0.3694885361552028,0.4262036306235201,0.7850208044382802,2.542452830188679,0.9056603773584906,0.4245283018867924,0.2476415094339622,0.8891509433962265,2.231132075471698,6.846698113207547,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
861,775.0,26901.0,5847,11221,1.0,14.0,5846,11207,2281,3158,2037.0,6155.0,8192.0,1928,765.0,346.0,1824.0,2612,13976,3369,carlos boozer,PF,NBA,33.0,13,"LAL, CHI, CHI, CHI, CHI, UTA, UTA, UTA, UTA, UTA, UTA, CLE, CLE",2003-2015,31.24390243902439,0.5210765528918991,0.0714285714285714,0.5216382618006603,0.7222925902469918,9.51451800232288,2.2392566782810683,0.8885017421602788,0.4018583042973286,2.1184668989547037,3.0336817653890824,16.232288037166086,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
1011,819.0,32535.0,5259,12183,886.0,2538.0,4373,9645,2819,3332,1228.0,3849.0,5077.0,2245,1326.0,257.0,1814.0,2442,14223,3370,caron butler,SF,NBA,35.0,14,"SAC, DET, TOT, MIL, OKC, LAC, LAC, DAL, TOT, WAS, DAL, WAS, WAS, WAS, WAS, LAL, MIA, MIA",2003-2016,32.18100890207715,0.4316670770746121,0.3490937746256895,0.453395541731467,0.8460384153661464,5.021760633036598,2.2205736894164194,1.311572700296736,0.2542037586547972,1.794263105835806,2.4154302670623147,14.068249258160238,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
371,15.0,7118.0,641,1618,275.0,771.0,366,847,478,617,153.0,530.0,683.0,417,154.0,32.0,281.0,476,2035,3371,casey jacobsen,SG,NBA,26.0,4,"MEM, TOT, PHO, NOH, PHO, PHO",2003-2008,19.18598382749326,0.396168108776267,0.3566796368352788,0.4321133412042502,0.7747163695299838,1.840970350404313,1.123989218328841,0.4150943396226415,0.0862533692722372,0.7574123989218329,1.2830188679245282,5.485175202156334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
29,0.0,116.0,5,28,0.0,0.0,5,28,6,14,6.0,10.0,16.0,1,2.0,8.0,12.0,19,16,3372,cezary trybański,C,NBA,24.0,2,"TOT, PHO, NYK, MEM",2003-2004,4.0,0.1785714285714285,0.0,0.1785714285714285,0.4285714285714285,0.5517241379310345,0.0344827586206896,0.0689655172413793,0.2758620689655172,0.4137931034482758,0.6551724137931034,0.5517241379310345,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
93,14.0,1056.0,129,338,52.0,138.0,77,200,55,83,26.0,91.0,117.0,36,27.0,30.0,83.0,128,365,3373,chris jefferies,SF-SG,NBA,23.0,2,"TOT, TOR, CHI, TOR",2003-2004,11.35483870967742,0.3816568047337278,0.3768115942028985,0.385,0.6626506024096386,1.2580645161290325,0.3870967741935484,0.2903225806451613,0.3225806451612903,0.8924731182795699,1.3763440860215057,3.924731182795699,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
1,0.0,6.0,2,3,0.0,0.0,2,3,0,0,1.0,0.0,1.0,0,0.0,0.0,1.0,0,4,3374,chris owens,SF,NBA,23.0,1,MEM,2003-2003,6.0,0.6666666666666666,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
767,291.0,15052.0,2542,4704,0.0,24.0,2542,4680,1139,1767,1184.0,2579.0,3763.0,554,381.0,296.0,852.0,1837,6223,3375,chris wilcox,C,NBA,30.0,11,"BOS, BOS, DET, DET, TOT, OKC, NYK, SEA, SEA, TOT, LAC, SEA, LAC, LAC, LAC",2003-2013,19.6245110821382,0.5403911564625851,0.0,0.5431623931623931,0.6445953593661573,4.9061277705345505,0.7222946544980443,0.4967405475880052,0.3859191655801825,1.1108213820078228,2.395045632333768,8.113428943937418,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
103,28.0,2202.0,354,967,92.0,287.0,262,680,164,213,29.0,113.0,142.0,195,69.0,14.0,136.0,212,964,3376,dajuan wagner,SG,NBA,23.0,4,"GSW, CLE, CLE, CLE",2003-2007,21.37864077669903,0.3660806618407445,0.3205574912891986,0.3852941176470588,0.7699530516431925,1.3786407766990292,1.8932038834951457,0.6699029126213593,0.1359223300970873,1.3203883495145632,2.058252427184466,9.359223300970871,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
414,103.0,7001.0,951,2371,274.0,800.0,677,1571,551,663,116.0,495.0,611.0,1137,257.0,15.0,495.0,759,2727,3377,dan dickau,PG,NBA,29.0,6,"LAC, POR, BOS, TOT, DAL, NOH, TOT, ATL, POR, ATL",2003-2008,16.91062801932367,0.4010965837199494,0.3425,0.4309357097390197,0.8310708898944194,1.4758454106280192,2.746376811594203,0.6207729468599034,0.036231884057971,1.1956521739130437,1.8333333333333333,6.586956521739131,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
569,173.0,8256.0,1103,2229,0.0,9.0,1103,2220,377,764,981.0,1480.0,2461.0,210,255.0,477.0,386.0,1341,2583,3378,dan gadzuric,C,NBA,33.0,10,"NYK, TOT, GSW, NJN, MIL, MIL, MIL, MIL, MIL, MIL, MIL, MIL",2003-2012,14.509666080843584,0.4948407357559444,0.0,0.4968468468468468,0.4934554973821989,4.325131810193322,0.3690685413005272,0.4481546572934973,0.8383128295254832,0.6783831282952548,2.3567662565905096,4.539543057996485,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
525,166.0,10175.0,1322,3323,358.0,1053.0,964,2270,779,1001,373.0,1057.0,1430.0,751,300.0,65.0,576.0,833,3781,3379,devin brown,SG,NBA,31.0,8,"TOT, NOH, CHI, NOH, CLE, NOK, UTA, SAS, SAS, TOT, SAS, DEN",2003-2010,19.38095238095238,0.3978332831778513,0.3399810066476733,0.424669603524229,0.7782217782217782,2.723809523809524,1.4304761904761905,0.5714285714285714,0.1238095238095238,1.0971428571428572,1.586666666666667,7.201904761904762,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,no
1050,673.0,27141.0,4644,10060,103.0,408.0,4541,9652,2331,3038,2536.0,5031.0,7567.0,1155,716.0,638.0,1614.0,2670,11722,3380,drew gooden,PF,NBA,34.0,14,"WAS, WAS, WAS, MIL, MIL, MIL, TOT, DAL, LAC, TOT, CHI, SAC, SAS, TOT, CLE, CHI, CLE, CLE, CLE, ORL, TOT, MEM, ORL",2003-2016,25.84857142857143,0.4616302186878727,0.2524509803921568,0.4704724409448819,0.7672811059907834,7.206666666666667,1.1,0.6819047619047619,0.6076190476190476,1.5371428571428571,2.5428571428571427,11.163809523809524,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,no
35,0.0,144.0,20,59,4.0,8.0,16,51,8,9,10.0,16.0,26.0,7,6.0,2.0,4.0,21,52,3381,efthimios rentzias,C,NBA,27.0,1,PHI,2003-2003,4.114285714285714,0.3389830508474576,0.5,0.3137254901960784,0.8888888888888888,0.7428571428571429,0.2,0.1714285714285714,0.0571428571428571,0.1142857142857142,0.6,1.4857142857142858,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
86,3.0,952.0,92,261,24.0,80.0,68,181,45,54,13.0,64.0,77.0,166,34.0,11.0,83.0,87,253,3382,frank williams,SG,NBA,24.0,3,"CHI, NYK, NYK",2003-2005,11.069767441860463,0.3524904214559387,0.3,0.3756906077348066,0.8333333333333334,0.8953488372093024,1.930232558139535,0.3953488372093023,0.127906976744186,0.9651162790697676,1.0116279069767442,2.941860465116279,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
493,90.0,11618.0,1229,3012,385.0,1107.0,844,1905,775,955,180.0,893.0,1073.0,1098,384.0,131.0,578.0,952,3618,3383,fred jones,SF,NBA,29.0,7,"LAC, NYK, TOT, TOR, POR, IND, IND, IND, IND",2003-2009,23.565922920892493,0.4080345285524568,0.3477868112014453,0.4430446194225722,0.8115183246073299,2.176470588235294,2.2271805273833674,0.7789046653144016,0.2657200811359026,1.1724137931034482,1.9310344827586208,7.338742393509127,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
589,296.0,13844.0,2223,5054,470.0,1286.0,1753,3768,841,1015,270.0,1231.0,1501.0,905,354.0,74.0,817.0,1134,5757,3384,gordan giriček,SG,NBA,30.0,6,"TOT, UTA, PHI, PHO, UTA, UTA, UTA, TOT, ORL, UTA, TOT, MEM, ORL",2003-2008,23.504244482173178,0.4398496240601504,0.3654743390357698,0.4652335456475583,0.8285714285714286,2.5483870967741935,1.536502546689304,0.601018675721562,0.1256366723259762,1.3870967741935485,1.9252971137521224,9.774193548387096,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
3,0.0,4.0,0,0,0.0,0.0,0,0,0,0,0.0,1.0,1.0,1,0.0,0.0,0.0,1,0,3385,guy rucker,PF,NBA,25.0,1,GSW,2003-2003,1.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
42,0.0,244.0,22,58,5.0,12.0,17,46,29,36,4.0,13.0,17.0,33,4.0,0.0,23.0,25,78,3386,igor rakočević,PG,NBA,24.0,1,MIN,2003-2003,5.809523809523809,0.3793103448275862,0.4166666666666667,0.3695652173913043,0.8055555555555556,0.4047619047619047,0.7857142857142857,0.0952380952380952,0.0,0.5476190476190477,0.5952380952380952,1.8571428571428572,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
136,45.0,2389.0,257,780,139.0,434.0,118,346,111,151,36.0,181.0,217.0,266,74.0,11.0,107.0,144,764,3387,j.r. bremer,PG,NBA,23.0,2,"TOT, CLE, GSW, BOS",2003-2004,17.566176470588236,0.3294871794871795,0.3202764976958525,0.3410404624277456,0.7350993377483444,1.5955882352941178,1.9558823529411764,0.5441176470588235,0.0808823529411764,0.7867647058823529,1.0588235294117647,5.617647058823529,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
72,5.0,631.0,53,108,0.0,1.0,53,107,36,67,80.0,162.0,242.0,26,9.0,32.0,33.0,91,142,3388,jamal sampson,C,NBA,23.0,5,"DEN, SAC, CHA, LAL, MIL",2003-2007,8.76388888888889,0.4907407407407407,0.0,0.4953271028037383,0.5373134328358209,3.361111111111111,0.3611111111111111,0.125,0.4444444444444444,0.4583333333333333,1.2638888888888888,1.9722222222222223,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
562,19.0,8435.0,1387,3551,461.0,1302.0,926,2249,354,409,130.0,643.0,773.0,1123,281.0,37.0,648.0,740,3589,3389,jannero pargo,PG,NBA,35.0,11,"CHO, CHA, TOT, WAS, ATL, CHA, ATL, CHI, NOH, NOK, CHI, CHI, TOT, LAL, TOR, CHI, LAL",2003-2015,15.008896797153024,0.3905941988172345,0.3540706605222734,0.4117385504668742,0.8655256723716381,1.375444839857651,1.998220640569395,0.5,0.0658362989323843,1.1530249110320283,1.3167259786476868,6.3861209964412815,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
741,381.0,15974.0,1331,3128,96.0,372.0,1235,2756,691,1185,1358.0,1609.0,2967.0,935,528.0,411.0,771.0,1807,3449,3390,jared jeffries,PF,NBA,31.0,11,"POR, NYK, TOT, HOU, NYK, TOT, NYK, HOU, NYK, NYK, NYK, WAS, WAS, WAS, WAS",2003-2013,21.55735492577598,0.4255115089514066,0.2580645161290322,0.4481132075471698,0.5831223628691983,4.004048582995951,1.261808367071525,0.7125506072874493,0.5546558704453441,1.040485829959514,2.43859649122807,4.654520917678813,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
75,54.0,1961.0,273,685,65.0,202.0,208,483,103,161,27.0,168.0,195.0,350,86.0,17.0,171.0,179,714,3391,jay williams,PG,NBA,21.0,1,CHI,2003-2003,26.14666666666667,0.3985401459854014,0.3217821782178218,0.4306418219461698,0.639751552795031,2.6,4.666666666666667,1.1466666666666667,0.2266666666666666,2.28,2.3866666666666667,9.52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
318,134.0,5913.0,665,1651,152.0,454.0,513,1197,498,660,146.0,623.0,769.0,478,231.0,20.0,335.0,515,1980,3392,jiří welsch,SF,NBA,26.0,4,"MIL, TOT, BOS, CLE, BOS, GSW",2003-2006,18.59433962264151,0.402786190187765,0.3348017621145374,0.4285714285714285,0.7545454545454545,2.4182389937106916,1.5031446540880504,0.7264150943396226,0.0628930817610062,1.0534591194968554,1.619496855345912,6.226415094339623,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
1133,567.0,31181.0,4110,9476,1033.0,2760.0,3077,6716,2133,2646,549.0,2820.0,3369.0,2802,985.0,308.0,1527.0,2139,11386,3393,john salmons,SF,NBA,35.0,13,"NOP, TOT, SAC, TOR, SAC, SAC, MIL, TOT, CHI, MIL, TOT, SAC, CHI, SAC, SAC, PHI, PHI, PHI, PHI",2003-2015,27.520741394527803,0.4337273111017307,0.3742753623188405,0.4581596188207266,0.8061224489795918,2.973521624007061,2.473080317740512,0.8693733451015004,0.2718446601941747,1.3477493380406005,1.887908208296558,10.049426301853488,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
570,83.0,11103.0,1805,4354,440.0,1270.0,1365,3084,669,799,197.0,852.0,1049.0,995,438.0,45.0,707.0,972,4719,3394,juan dixon,PG,NBA,30.0,7,"WAS, TOT, TOR, DET, TOT, POR, TOR, POR, WAS, WAS, WAS",2003-2009,19.478947368421053,0.4145613229214515,0.3464566929133858,0.4426070038910505,0.83729662077597,1.8403508771929824,1.7456140350877194,0.7684210526315789,0.0789473684210526,1.2403508771929823,1.7052631578947368,8.278947368421052,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
58,10.0,685.0,57,148,10.0,24.0,47,124,10,20,16.0,62.0,78.0,47,29.0,6.0,29.0,57,134,3395,juaquin hawkins,SG,NBA,29.0,1,HOU,2003-2003,11.810344827586206,0.3851351351351351,0.4166666666666667,0.3790322580645161,0.5,1.3448275862068966,0.8103448275862069,0.5,0.1034482758620689,0.5,0.9827586206896552,2.310344827586207,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
