g,gs,mp,fg,fga,x3p,x3pa,x2p,x2pa,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,player_id,player,pos,lg,age,experience,tm,season,mpg,fg%,3p%,2p%,ft%,rpg,apg,spg%,bpg,tpg,pfpg,ppg,all-star selections,aba mvp,aba roy,dpoy,mip,nba mvp,nba roy,smoy,championships,finals_appearances,fmvp,hof
2,0.0,27.0,3,7,0.0,0.0,3,7,0,0,1.0,10.0,11.0,1,0.0,0.0,2.0,5,6,1233,wilbur kirkland,F,ABA,0.0,1,PTP,1970-1970,13.5,0.4285714285714285,0.0,0.4285714285714285,0.0,5.5,0.5,0.0,0.0,1.0,2.5,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
155,0.0,2842.0,482,1198,0.0,0.0,482,1198,126,192,0.0,0.0,248.0,304,0.0,0.0,0.0,281,1090,1234,willie mccarter,SG,NBA,25.0,3,"POR, LAL, LAL",1970-1972,18.335483870967742,0.4023372287145242,0.0,0.4023372287145242,0.65625,1.6,1.961290322580645,0.0,0.0,0.0,1.8129032258064517,7.032258064516129,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,no
8,0.0,51.0,6,15,0.0,0.0,6,15,1,6,2.0,2.0,4.0,2,0.0,0.0,8.0,16,13,1235,willie scott,F,ABA,22.0,1,DLC,1970-1970,6.375,0.4,0.0,0.4,0.1666666666666666,0.5,0.25,0.0,0.0,1.0,2.0,1.625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
552,0.0,18438.0,3715,7813,21.0,96.0,3694,7717,2276,3143,1458.0,3120.0,4578.0,1594,257.0,77.0,1255.0,1788,9727,1236,willie wise,SF,NBA,30.0,9,"SEA, DEN, VIR, VIR, UTS, UTS, UTS, UTS, LAS",1970-1978,33.40217391304348,0.4754895686676053,0.21875,0.4786834262018919,0.7241489023226217,8.293478260869565,2.88768115942029,0.4655797101449275,0.1394927536231884,2.273550724637681,3.239130434782609,17.621376811594203,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,no
6,0.0,14.0,1,8,0.0,0.0,1,8,2,3,0.0,0.0,4.0,0,0.0,0.0,0.0,1,4,1237,a.w. holt,SF,NBA,24.0,1,CHI,1971-1971,2.3333333333333335,0.125,0.0,0.125,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,0.6666666666666666,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
49,0.0,447.0,69,162,0.0,0.0,69,162,56,80,0.0,0.0,148.0,8,0.0,0.0,0.0,43,194,1238,al henry,C,NBA,22.0,2,"PHI, PHI",1971-1972,9.122448979591836,0.4259259259259259,0.0,0.4259259259259259,0.7,3.020408163265306,0.1632653061224489,0.0,0.0,0.0,0.8775510204081632,3.959183673469388,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
11,0.0,70.0,19,43,0.0,0.0,19,43,5,10,9.0,17.0,26.0,5,0.0,0.0,7.0,13,43,1239,al williams,F,ABA,22.0,1,KEN,1971-1971,6.363636363636363,0.4418604651162791,0.0,0.4418604651162791,0.5,2.363636363636364,0.4545454545454545,0.0,0.0,0.6363636363636364,1.181818181818182,3.909090909090909,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
1,0.0,2.0,2,3,0.0,0.0,2,3,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,4,1240,bill stricker,F,NBA,23.0,1,POR,1971-1971,2.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
53,0.0,398.0,49,135,0.0,0.0,49,135,20,36,0.0,0.0,46.0,73,0.0,0.0,0.0,34,118,1241,bill zopf,PG,NBA,22.0,1,MIL,1971-1971,7.509433962264151,0.362962962962963,0.0,0.362962962962963,0.5555555555555556,0.8679245283018868,1.3773584905660377,0.0,0.0,0.0,0.6415094339622641,2.2264150943396226,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
8,0.0,47.0,3,6,0.0,0.0,3,6,4,6,2.0,4.0,6.0,8,0.0,0.0,5.0,16,10,1242,billy deangelis,G,ABA,24.0,1,NYA,1971-1971,5.875,0.5,0.0,0.5,0.6666666666666666,0.75,1.0,0.0,0.0,0.625,2.0,1.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
1272,7.0,33405.0,5862,11833,0.0,18.0,5862,11815,2367,3472,2635.0,7110.0,9745.0,2455,541.0,1559.0,2022.0,3295,14091,1243,billy paultz,C,NBA,36.0,15,"UTA, ATL, TOT, HOU, SAS, HOU, HOU, TOT, SAS, HOU, SAS, SAS, SAS, SAA, NYA, NYA, NYA, NYA, NYA",1971-1985,26.26179245283019,0.495394236457365,0.0,0.4961489631823952,0.6817396313364056,7.661163522012578,1.9300314465408803,0.425314465408805,1.22562893081761,1.589622641509434,2.5904088050314464,11.077830188679243,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,no
1022,179.0,34234.0,8227,15959,3.0,19.0,8224,15940,4001,5212,1995.0,5253.0,10250.0,3191,851.0,1189.0,1274.0,3248,20458,1244,bob lanier,C,NBA,35.0,14,"MIL, MIL, MIL, MIL, TOT, DET, MIL, DET, DET, DET, DET, DET, DET, DET, DET, DET",1971-1984,33.49706457925636,0.515508490506924,0.1578947368421052,0.5159347553324969,0.7676515732924022,10.029354207436398,3.1223091976516635,0.8326810176125244,1.1634050880626223,1.2465753424657535,3.1780821917808217,20.01761252446184,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,yes
7,0.0,39.0,4,9,0.0,0.0,4,9,5,9,0.0,0.0,12.0,1,0.0,0.0,0.0,5,13,1245,bob riley,F,NBA,22.0,1,ATL,1971-1971,5.571428571428571,0.4444444444444444,0.0,0.4444444444444444,0.5555555555555556,1.7142857142857142,0.1428571428571428,0.0,0.0,0.0,0.7142857142857143,1.8571428571428572,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
124,0.0,1478.0,252,696,0.0,4.0,252,692,146,224,166.0,246.0,412.0,82,0.0,0.0,88.0,274,650,1246,bobby croft,C,ABA,24.0,1,"TOT, TEX, KEN",1971-1971,11.919354838709678,0.3620689655172414,0.0,0.3641618497109826,0.6517857142857143,3.3225806451612905,0.6612903225806451,0.0,0.0,0.7096774193548387,2.2096774193548385,5.241935483870968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
1002,0.0,30607.0,7247,15030,10.0,72.0,7237,14958,3445,3864,499.0,952.0,2103.0,4402,1165.0,51.0,822.0,3250,17949,1247,calvin murphy,PG,NBA,34.0,13,"HOU, HOU, HOU, HOU, HOU, HOU, HOU, HOU, HOU, HOU, HOU, HOU, SDR",1971-1983,30.545908183632733,0.482168995342648,0.1388888888888889,0.4838213664928466,0.8915631469979296,2.0988023952095807,4.393213572854291,1.1626746506986028,0.0508982035928143,0.8203592814371258,3.2435129740518964,17.91317365269461,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,yes
76,0.0,1214.0,176,386,0.0,1.0,176,385,81,135,109.0,249.0,358.0,60,0.0,0.0,82.0,220,433,1248,carl fuller,C,ABA,26.0,2,"FLO, FLO",1971-1972,15.973684210526317,0.4559585492227979,0.0,0.4571428571428571,0.6,4.7105263157894735,0.7894736842105263,0.0,0.0,1.0789473684210529,2.8947368421052633,5.697368421052632,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
57,0.0,1075.0,142,303,0.0,4.0,142,299,57,98,148.0,238.0,386.0,31,0.0,0.0,82.0,114,341,1249,charles hentz,PF,ABA,23.0,1,PTC,1971-1971,18.859649122807017,0.4686468646864686,0.0,0.4749163879598662,0.5816326530612245,6.771929824561403,0.543859649122807,0.0,0.0,1.4385964912280702,2.0,5.982456140350878,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
796,0.0,27997.0,6435,14399,47.0,186.0,6388,14213,2984,3869,847.0,1883.0,3095.0,3893,718.0,169.0,1553.0,2870,15901,1250,charlie scott,SG,NBA,31.0,10,"DEN, DEN, TOT, BOS, LAL, BOS, BOS, PHO, PHO, PHO, PHO, VIR, VIR",1971-1980,35.17211055276382,0.4469060351413292,0.2526881720430107,0.4494476887356645,0.7712587231842853,3.8881909547738696,4.89070351758794,0.9020100502512562,0.2123115577889447,1.951005025125628,3.6055276381909542,19.97613065326633,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,yes
14,0.0,118.0,23,51,0.0,0.0,23,51,20,30,14.0,11.0,25.0,6,0.0,0.0,2.0,25,66,1251,chuck lloyd,C-F,ABA,23.0,1,CAR,1971-1971,8.428571428571429,0.4509803921568627,0.0,0.4509803921568627,0.6666666666666666,1.7857142857142858,0.4285714285714285,0.0,0.0,0.1428571428571428,1.7857142857142858,4.714285714285714,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
793,0.0,21637.0,3008,6531,20.0,67.0,2988,6464,2195,2782,565.0,1275.0,1840.0,3558,520.0,57.0,1499.0,1613,8231,1252,chuck williams,PG,NBA,31.0,8,"BUF, TOT, DEN, BUF, DNA, MMS, TOT, SDA, KEN, SDA, DNR, PTC",1971-1978,27.28499369482976,0.4605726534986985,0.2985074626865671,0.4622524752475248,0.789000718907261,2.320302648171501,4.486759142496847,0.6557377049180327,0.0718789407313997,1.8902900378310217,2.034047919293821,10.379571248423709,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
8,0.0,59.0,8,26,0.0,1.0,8,25,5,12,8.0,4.0,12.0,1,0.0,0.0,0.0,5,21,1253,clarence brookins,F,ABA,0.0,1,FLO,1971-1971,7.375,0.3076923076923077,0.0,0.32,0.4166666666666667,1.5,0.125,0.0,0.0,0.0,0.625,2.625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
18,0.0,70.0,11,42,0.0,0.0,11,42,5,7,0.0,0.0,20.0,6,0.0,0.0,0.0,15,27,1254,claude english,F,NBA,24.0,1,POR,1971-1971,3.888888888888889,0.2619047619047619,0.0,0.2619047619047619,0.7142857142857143,1.1111111111111112,0.3333333333333333,0.0,0.0,0.0,0.8333333333333334,1.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
842,0.0,16287.0,2150,4655,6.0,31.0,2144,4624,834,1134,1192.0,2580.0,3772.0,1740,666.0,520.0,992.0,2336,5140,1255,coby dietrick,C,NBA,34.0,13,"SAS, CHI, CHI, CHI, SAS, SAS, SAS, SAA, SAA, SAA, DLC, MMP, MMP",1971-1983,19.343230403800476,0.4618689581095596,0.1935483870967742,0.4636678200692041,0.7354497354497355,4.479809976247031,2.0665083135391926,0.7909738717339667,0.6175771971496437,1.178147268408551,2.774346793349169,6.104513064133017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
589,0.0,13283.0,1538,3400,0.0,0.0,1538,3400,624,918,694.0,1703.0,4272.0,637,159.0,186.0,0.0,1607,3700,1256,cornell warner,PF,NBA,28.0,7,"LAL, LAL, MIL, TOT, CLE, MIL, TOT, BUF, CLE, BUF, BUF",1971-1977,22.551782682512737,0.4523529411764705,0.0,0.4523529411764705,0.6797385620915033,7.2529711375212225,1.0814940577249577,0.2699490662139219,0.3157894736842105,0.0,2.7283531409168083,6.281833616298812,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,no
555,0.0,15482.0,2085,4674,0.0,0.0,2085,4674,846,1220,1022.0,1950.0,4832.0,1006,379.0,291.0,63.0,1931,5016,1257,curtis perry,PF,NBA,29.0,8,"PHO, PHO, PHO, PHO, MIL, MIL, TOT, HOU, MIL, SDR",1971-1978,27.895495495495496,0.4460847240051347,0.0,0.4460847240051347,0.6934426229508197,8.706306306306306,1.8126126126126123,0.6828828828828829,0.5243243243243243,0.1135135135135135,3.4792792792792793,9.037837837837838,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,no
84,0.0,1110.0,194,490,10.0,24.0,184,466,98,120,166.0,302.0,468.0,70,0.0,0.0,88.0,164,496,1258,dan hester,C,ABA,22.0,1,"TOT, DNR, KEN",1971-1971,13.214285714285714,0.3959183673469387,0.4166666666666667,0.3948497854077253,0.8166666666666667,5.571428571428571,0.8333333333333334,0.0,0.0,1.0476190476190477,1.9523809523809523,5.904761904761905,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,no
1218,236.0,41784.0,10431,20904,29.0,142.0,10402,20762,6591,8315,3696.0,7437.0,11133.0,2907,1039.0,572.0,2490.0,3504,27482,1259,dan issel,C,NBA,36.0,15,"DEN, DEN, DEN, DEN, DEN, DEN, DEN, DEN, DEN, DNA, KEN, KEN, KEN, KEN, KEN",1971-1985,34.30541871921182,0.4989954075774971,0.204225352112676,0.5010114632501685,0.7926638604930848,9.14039408866995,2.3866995073891624,0.8530377668308703,0.4696223316912972,2.044334975369458,2.876847290640394,22.563218390804597,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,yes
766,89.0,29565.0,5744,12499,1.0,14.0,5743,12485,2027,2590,1574.0,5122.0,10444.0,2910,599.0,488.0,543.0,2920,13516,1260,dave cowens,PF,NBA,34.0,11,"MIL, BOS, BOS, BOS, BOS, BOS, BOS, BOS, BOS, BOS, BOS",1971-1983,38.59660574412533,0.4595567645411633,0.0714285714285714,0.4599919903884661,0.7826254826254826,13.634464751958223,3.798955613577024,0.7819843342036553,0.6370757180156658,0.7088772845953003,3.8120104438642297,17.64490861618799,8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,2,0,yes
271,0.0,4612.0,814,1855,0.0,0.0,814,1855,418,545,0.0,0.0,1207.0,316,0.0,0.0,0.0,515,2046,1261,dave sorenson,PF,NBA,24.0,3,"TOT, CLE, PHI, CLE, CLE",1971-1973,17.018450184501845,0.4388140161725067,0.0,0.4388140161725067,0.7669724770642202,4.453874538745388,1.1660516605166051,0.0,0.0,0.0,1.900369003690037,7.549815498154982,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
878,3.0,16592.0,1572,3421,0.0,0.0,1572,3421,879,1363,745.0,1623.0,3940.0,1760,202.0,195.0,297.0,2042,4023,1262,dennis awtrey,C,NBA,33.0,12,"POR, SEA, CHI, TOT, BOS, SEA, PHO, PHO, PHO, PHO, CHI, TOT, PHI, CHI, PHI, PHI",1971-1982,18.89749430523918,0.4595147617655656,0.0,0.4595147617655656,0.6449009537784299,4.4874715261958995,2.0045558086560367,0.2300683371298405,0.2220956719817767,0.3382687927107061,2.3257403189066057,4.582004555808656,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,no
12,0.0,72.0,16,48,1.0,3.0,15,45,7,9,4.0,10.0,17.0,2,0.0,0.0,9.0,12,40,1263,dennis stewart,F,NBA,23.0,1,"BAL, FLO",1971-1971,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7777777777777778,1.4166666666666667,0.1666666666666666,0.0,0.0,0.75,1.0,3.3333333333333335,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
39,0.0,504.0,82,213,20.0,62.0,62,151,32,49,24.0,35.0,59.0,57,0.0,0.0,41.0,60,216,1264,dick nemelka,SG,ABA,27.0,1,UTS,1971-1971,12.923076923076923,0.3849765258215962,0.3225806451612903,0.4105960264900662,0.6530612244897959,1.5128205128205128,1.4615384615384617,0.0,0.0,1.051282051282051,1.5384615384615383,5.538461538461538,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,no
670,0.0,17419.0,2401,6011,0.0,3.0,2401,6008,1302,1744,429.0,963.0,3859.0,1268,334.0,64.0,79.0,2206,6104,1265,don adams,SF,NBA,29.0,7,"BUF, BUF, SSL, DET, SSL, DET, TOT, ATL, DET, TOT, HOU, ATL, SDR",1971-1977,25.998507462686568,0.399434370321078,0.0,0.3996338215712383,0.7465596330275229,5.759701492537314,1.892537313432836,0.4985074626865671,0.0955223880597015,0.117910447761194,3.292537313432836,9.11044776119403,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
53,0.0,467.0,104,223,3.0,17.0,101,206,20,30,48.0,80.0,128.0,35,0.0,0.0,26.0,109,231,1266,earle higgins,PF,ABA,24.0,1,INA,1971-1971,8.81132075471698,0.4663677130044843,0.1764705882352941,0.4902912621359223,0.6666666666666666,2.4150943396226414,0.660377358490566,0.0,0.0,0.490566037735849,2.056603773584906,4.3584905660377355,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
4,0.0,12.0,0,4,0.0,0.0,0,4,1,1,0.0,0.0,2.0,0,0.0,0.0,0.0,1,1,1267,earnie killum,G,NBA,22.0,1,LAL,1971-1971,3.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
112,0.0,881.0,114,296,0.0,0.0,114,296,55,91,0.0,0.0,265.0,51,0.0,0.0,0.0,114,283,1268,eddie mast,PF,NBA,24.0,3,"ATL, NYK, NYK",1971-1973,7.866071428571429,0.3851351351351351,0.0,0.3851351351351351,0.6043956043956044,2.3660714285714284,0.4553571428571428,0.0,0.0,0.0,1.0178571428571428,2.5267857142857144,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,no
14,0.0,101.0,8,22,0.0,1.0,8,21,6,9,2.0,2.0,4.0,13,0.0,0.0,22.0,18,22,1269,fran o'hanlon,G,ABA,22.0,1,FLO,1971-1971,7.214285714285714,0.3636363636363636,0.0,0.3809523809523809,0.6666666666666666,0.2857142857142857,0.9285714285714286,0.0,0.0,1.5714285714285714,1.2857142857142858,1.5714285714285714,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
122,0.0,1118.0,182,518,0.0,0.0,182,518,108,189,0.0,0.0,194.0,87,0.0,0.0,0.0,193,472,1270,fred taylor,SG,NBA,23.0,2,"TOT, PHO, CIN, PHO",1971-1972,9.163934426229508,0.3513513513513513,0.0,0.3513513513513513,0.5714285714285714,1.5901639344262295,0.7131147540983607,0.0,0.0,0.0,1.5819672131147542,3.8688524590163937,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
954,0.0,23870.0,3588,8602,0.0,9.0,3588,8593,1410,2162,1571.0,3951.0,7198.0,1470,901.0,876.0,349.0,2608,8586,1271,gar heard,PF,NBA,32.0,11,"SDC, PHO, PHO, PHO, PHO, TOT, BUF, PHO, BUF, BUF, TOT, SEA, CHI, SEA, SEA",1971-1981,25.020964360587,0.4171122994652406,0.0,0.4175491679273828,0.6521739130434783,7.545073375262055,1.5408805031446542,0.9444444444444444,0.9182389937106918,0.3658280922431866,2.7337526205450735,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,no
134,0.0,1470.0,186,426,0.0,0.0,186,426,56,180,140.0,166.0,438.0,56,0.0,0.0,33.0,272,428,1272,garfield smith,C,ABA,27.0,3,"SDA, BOS, BOS",1971-1973,10.970149253731345,0.4366197183098591,0.0,0.4366197183098591,0.3111111111111111,3.2686567164179103,0.417910447761194,0.0,0.0,0.2462686567164179,2.029850746268657,3.194029850746269,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
104,0.0,764.0,138,268,0.0,0.0,138,268,58,80,0.0,0.0,212.0,70,0.0,0.0,0.0,134,334,1273,gary freeman,SF,NBA,22.0,1,"TOT, MIL, CLE",1971-1971,7.346153846153846,0.5149253731343284,0.0,0.5149253731343284,0.725,2.0384615384615383,0.6730769230769231,0.0,0.0,0.0,1.2884615384615383,3.2115384615384617,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
30,0.0,140.0,19,54,0.0,0.0,19,54,4,9,0.0,0.0,41.0,2,0.0,0.0,0.0,20,42,1274,gary suiter,C-F,NBA,26.0,1,CLE,1971-1971,4.666666666666667,0.3518518518518518,0.0,0.3518518518518518,0.4444444444444444,1.3666666666666667,0.0666666666666666,0.0,0.0,0.0,0.6666666666666666,1.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
90,0.0,779.0,124,374,0.0,1.0,124,373,41,69,5.0,5.0,102.0,39,0.0,0.0,9.0,121,289,1275,gary zeller,SG,NBA,24.0,2,"BAL, NYA, BAL",1971-1972,8.655555555555555,0.3315508021390374,0.0,0.3324396782841823,0.5942028985507246,1.1333333333333333,0.4333333333333333,0.0,0.0,0.1,1.3444444444444446,3.2111111111111112,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,no
446,0.0,16787.0,3970,8719,0.0,0.0,3970,8719,1792,2225,140.0,445.0,1271.0,2057,247.0,33.0,0.0,1075,9732,1276,geoff petrie,SG,NBA,27.0,6,"POR, POR, POR, POR, POR, POR",1971-1976,37.6390134529148,0.4553274458080055,0.0,0.4553274458080055,0.8053932584269663,2.8497757847533634,4.612107623318385,0.5538116591928252,0.0739910313901345,0.0,2.4103139013452917,21.820627802690584,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,no
325,0.0,6451.0,1274,2462,37.0,135.0,1237,2327,508,615,341.0,618.0,959.0,428,60.0,28.0,399.0,842,3093,1277,george irvine,SF,ABA,27.0,6,"DNA, VIR, VIR, VIR, VIR, VIR",1971-1976,19.84923076923077,0.5174654752233956,0.2740740740740741,0.5315857327030511,0.8260162601626017,2.9507692307692306,1.3169230769230769,0.1846153846153846,0.0861538461538461,1.2276923076923076,2.5907692307692307,9.516923076923076,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
136,0.0,2221.0,212,472,0.0,0.0,212,472,83,154,146.0,379.0,684.0,81,8.0,8.0,84.0,351,507,1278,george johnson,C,NBA,26.0,4,"HOU, HOU, DLC, BAL",1971-1974,16.330882352941178,0.4491525423728814,0.0,0.4491525423728814,0.538961038961039,5.029411764705882,0.5955882352941176,0.0588235294117647,0.0588235294117647,0.6176470588235294,2.5808823529411766,3.727941176470588,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,no
49,0.0,338.0,52,129,0.0,0.0,52,129,14,30,0.0,0.0,108.0,20,0.0,0.0,0.0,97,118,1279,greg fillmore,C,NBA,24.0,2,"NYK, NYK",1971-1972,6.8979591836734695,0.4031007751937984,0.0,0.4031007751937984,0.4666666666666667,2.204081632653061,0.4081632653061224,0.0,0.0,0.0,1.979591836734694,2.4081632653061225,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
92,0.0,852.0,118,304,0.0,0.0,118,304,76,109,0.0,0.0,227.0,53,0.0,0.0,0.0,117,312,1280,greg howard,PF,NBA,24.0,2,"CLE, PHO",1971-1972,9.26086956521739,0.3881578947368421,0.0,0.3881578947368421,0.6972477064220184,2.467391304347826,0.5760869565217391,0.0,0.0,0.0,1.2717391304347827,3.391304347826087,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
77,0.0,1359.0,183,409,0.0,0.0,183,409,51,71,0.0,0.0,332.0,48,0.0,0.0,0.0,187,417,1281,greg hyder,SF,NBA,22.0,1,CIN,1971-1971,17.649350649350648,0.4474327628361858,0.0,0.4474327628361858,0.7183098591549296,4.311688311688312,0.6233766233766234,0.0,0.0,0.0,2.4285714285714284,5.415584415584416,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
9,0.0,57.0,3,12,0.0,0.0,3,12,7,11,7.0,8.0,15.0,8,0.0,0.0,10.0,16,13,1282,harry laurie,G,ABA,26.0,1,PTC,1971-1971,6.333333333333333,0.25,0.0,0.25,0.6363636363636364,1.6666666666666667,0.8888888888888888,0.0,0.0,1.1111111111111112,1.7777777777777777,1.4444444444444444,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
61,0.0,746.0,87,233,0.0,0.0,87,233,51,60,0.0,0.0,86.0,94,0.0,0.0,0.0,92,225,1283,harvey marlatt,SG,NBA,24.0,3,"DET, DET, DET",1971-1973,12.229508196721312,0.3733905579399141,0.0,0.3733905579399141,0.85,1.4098360655737705,1.540983606557377,0.0,0.0,0.0,1.5081967213114753,3.6885245901639343,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
38,0.0,315.0,34,84,0.0,0.0,34,84,22,39,0.0,0.0,48.0,47,0.0,0.0,0.0,62,90,1284,herb white,PG,NBA,22.0,1,ATL,1971-1971,8.289473684210526,0.4047619047619047,0.0,0.4047619047619047,0.5641025641025641,1.263157894736842,1.236842105263158,0.0,0.0,0.0,1.631578947368421,2.3684210526315788,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
53,0.0,616.0,94,245,9.0,42.0,85,203,40,50,23.0,57.0,80.0,63,0.0,0.0,60.0,89,237,1285,howie wright,SG,ABA,24.0,2,"KEN, KEN",1971-1972,11.62264150943396,0.3836734693877551,0.2142857142857142,0.4187192118226601,0.8,1.509433962264151,1.1886792452830188,0.0,0.0,1.1320754716981132,1.679245283018868,4.471698113207547,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
31,0.0,249.0,42,91,0.0,0.0,42,91,42,55,0.0,0.0,20.0,35,0.0,0.0,0.0,32,126,1286,jake ford,PG,NBA,26.0,2,"SEA, SEA",1971-1972,8.03225806451613,0.4615384615384615,0.0,0.4615384615384615,0.7636363636363637,0.6451612903225806,1.1290322580645162,0.0,0.0,0.0,1.032258064516129,4.064516129032258,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
121,0.0,776.0,107,278,0.0,0.0,107,278,43,61,0.0,0.0,94.0,65,0.0,0.0,0.0,91,257,1287,jeff webb,SG,NBA,23.0,2,"TOT, MIL, PHO, MIL",1971-1972,6.413223140495868,0.3848920863309352,0.0,0.3848920863309352,0.7049180327868853,0.7768595041322314,0.5371900826446281,0.0,0.0,0.0,0.7520661157024794,2.12396694214876,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,no
446,0.0,5891.0,760,1887,4.0,17.0,756,1870,404,611,582.0,1286.0,1868.0,286,59.0,121.0,305.0,766,1928,1288,jim ard,C,NBA,29.0,8,"TOT, BOS, CHI, BOS, BOS, BOS, MMT, NYA, NYA, NYA",1971-1978,13.208520179372195,0.4027556968733439,0.2352941176470588,0.4042780748663102,0.6612111292962357,4.188340807174888,0.6412556053811659,0.132286995515695,0.2713004484304933,0.6838565022421524,1.7174887892376682,4.322869955156951,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,no
47,0.0,494.0,46,109,0.0,0.0,46,109,52,67,20.0,25.0,45.0,47,0.0,0.0,45.0,73,144,1289,jim hayes,SG,ABA,22.0,1,NYA,1971-1971,10.51063829787234,0.4220183486238532,0.0,0.4220183486238532,0.7761194029850746,0.9574468085106383,1.0,0.0,0.0,0.9574468085106383,1.553191489361702,3.0638297872340425,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,no
631,0.0,20227.0,3644,7557,0.0,0.0,3644,7557,1448,1741,639.0,1381.0,3319.0,1557,435.0,80.0,120.0,1200,8736,1290,jim mcmillian,SF,NBA,30.0,9,"POR, NYK, NYK, BUF, BUF, BUF, LAL, LAL, LAL",1971-1979,32.055467511885894,0.4822019319835913,0.0,0.4822019319835913,0.8317059161401493,5.259904912836767,2.467511885895404,0.6893819334389857,0.126782884310618,0.1901743264659271,1.901743264659271,13.844690966719494,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,no
