W,L,G,GS,GF,CG,SHO,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,ROY,AS,GG,CY,name,Age,index,Tm,Awards,Lg,Year,W-L%,ERA,FIP,WHIP,H9,HR9,BB9,SO9,hof
52.0,50.0,257.0,101.0,63.0,35.0,8.0,1007.4,1047.0,528.0,466.0,60.0,560.0,35.0,328.0,12.0,3.0,50.0,0,0,0,0,Gene Bearden,32,6742,"CLE, CLE, CLE, TOT, CLE, WSH, TOT, WSH, DET, SLB, CHW","nan, MVP-8,RoY-2, nan, nan, nan, nan, nan, nan, nan, nan, nan","AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL",1947-1953,0.4471111111111111,12.450909090909091,5.119090909090909,2.428818181818181,14.590909090909092,0.4909090909090909,7.272727272727272,2.6545454545454543,no
35.0,43.0,151.0,80.0,29.0,15.0,4.0,619.5,570.0,325.0,293.0,54.0,282.0,19.0,440.0,20.0,5.0,28.0,0,0,0,0,Gene Brabender,28,10899,"BAL, BAL, BAL, SEP, MIL","nan, nan, nan, nan, nan","AL, AL, AL, AL, AL",1966-1970,0.48,4.12,3.458,1.331,8.1,0.7,3.9,6.56,no
3.0,5.0,17.0,4.0,10.0,1.0,0.0,53.50000000000001,64.0,39.0,32.0,2.0,31.0,0.0,18.0,1.0,0.0,2.0,0,0,0,0,Gene Cocreham,30,19320,"BSN, BSN, BSN","nan, nan, nan","NL, NL, NL",1913-1915,0.2145,5.933333333333334,3.4033333333333338,1.8396666666666668,13.3,0.1333333333333333,3.233333333333333,2.066666666666667,no
91.0,96.0,276.0,214.0,39.0,69.0,13.0,1586.1,1606.0,767.0,674.0,162.0,511.0,52.0,888.0,31.0,2.0,27.0,0,3,0,0,Gene Conley,32,15013,"BSN, MLN, MLN, MLN, MLN, MLN, PHI, PHI, BOS, BOS, BOS","nan, AS,MVP-23,RoY-3, AS, nan, nan, nan, AS,AS,MVP-22, nan, nan, nan, nan","NL, NL, NL, NL, NL, NL, NL, NL, AL, AL, AL",1952-1963,0.4157272727272726,4.39,4.129090909090909,1.473,9.963636363636365,1.0636363636363635,3.3,4.890909090909091,no
21.0,28.0,90.0,45.0,26.0,23.0,4.0,440.8,425.0,229.0,177.0,13.0,207.0,0.0,177.0,13.0,1.0,11.0,0,0,0,0,Gene Dale,27,23191,"STL, STL, CIN, CIN","nan, nan, nan, nan","NL, NL, NL, NL",1911-1916,0.23575,5.2375,4.1575,1.7205,9.3,0.3,6.175000000000001,4.9,no
1.0,1.0,16.0,4.0,7.0,1.0,0.0,39.2,47.0,22.0,21.0,5.0,11.0,3.0,15.0,0.0,0.0,1.0,0,0,0,0,Gene Fodge,26,32110,CHC,,NL,1958-1958,0.5,4.76,4.19,1.462,10.7,1.1,2.5,3.4,no
0.0,1.0,12.0,1.0,11.0,1.0,0.0,51.0,74.0,47.0,39.0,1.0,26.0,0.0,22.0,2.0,0.0,3.0,0,0,0,0,Gene Ford,26,32259,"DET, BSN, CHW","nan, nan, nan","AL, NL, AL",1905-1938,0.0,6.816666666666666,4.1066666666666665,1.7380000000000002,11.866666666666667,0.1999999999999999,3.766666666666667,2.1333333333333333,no
115.0,130.0,1109.0,9.0,734.0,4.0,0.0,1781.3,1722.0,766.0,652.0,147.0,542.0,195.0,1117.0,46.0,15.0,42.0,0,0,0,0,Gene Garber,40,34747,"PIT, PIT, PIT, KCR, TOT, KCR, PHI, PHI, PHI, PHI, TOT, PHI, ATL, ATL, ATL, ATL, ATL, ATL, ATL, ATL, ATL, TOT, ATL, KCR, KCR","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, CYA-7,MVP-19, nan, nan, nan, nan, nan, nan, nan, nan","NL, NL, NL, AL, MLB, AL, NL, NL, NL, NL, NL, NL, NL, NL, NL, NL, NL, NL, NL, NL, NL, MLB, NL, AL, AL",1969-1988,0.4689545454545454,3.5324,4.0612,1.30032,8.82,1.064,2.888,5.388,no
17.0,28.0,274.0,14.0,111.0,0.0,0.0,369.0,389.0,230.0,206.0,33.0,199.0,24.0,252.0,8.0,4.0,30.0,0,0,0,0,Gene Harris,30,42031,"TOT, MON, SEA, SEA, SEA, TOT, SEA, SDP, SDP, TOT, SDP, DET, TOT, PHI, BAL","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","MLB, NL, AL, AL, AL, MLB, AL, NL, NL, MLB, NL, AL, MLB, NL, AL",1989-1995,0.3471818181818182,5.274,4.415333333333334,1.5776666666666666,9.54,0.8933333333333333,4.653333333333333,6.3133333333333335,no
0.0,2.0,12.0,3.0,6.0,0.0,0.0,27.4,38.0,23.0,23.0,7.0,16.0,0.0,14.0,0.0,1.0,0.0,0,0,0,0,Gene Host,24,46086,"DET, KCA","nan, nan","AL, AL",1956-1957,0.0,7.470000000000001,6.65,2.087,14.2,2.9,4.6,6.5,no
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Gene Kingsale,19,52540,BAL,,AL,1996-1996,,,,,,,,,no
15.0,14.0,44.0,33.0,9.0,18.0,1.0,280.2,245.0,154.0,114.0,1.0,180.0,0.0,154.0,17.0,2.0,20.0,0,0,0,0,Gene Krapp,25,53837,"CLE, CLE","nan, nan","AL, AL",1911-1912,0.4385,4.005,4.065,1.5780000000000003,8.149999999999999,0.0,6.0,4.4,no
0.0,1.0,3.0,1.0,0.0,0.0,0.0,10.0,14.0,3.0,3.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,Gene Lambert,21,55494,"PHI, PHI","nan, nan","NL, NL",1941-1942,0.0,5.5,1.2,2.222,19.0,0.0,1.0,6.0,no
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Gene Lamont,25,55522,DET,,AL,1972-1972,,,,,,,,,no
0.0,1.0,15.0,1.0,8.0,0.0,0.0,40.2,46.0,28.0,27.0,1.0,22.0,0.0,14.0,0.0,0.0,2.0,0,0,0,0,Gene Lansing,24,55779,BSN,,NL,1922-1922,0.0,5.98,4.41,1.672,10.2,0.2,4.9,3.1,no
3.0,6.0,22.0,8.0,4.0,2.0,0.0,59.2,76.0,55.0,47.0,3.0,40.0,8.0,33.0,4.0,0.0,2.0,0,0,0,0,Gene Lillard,26,57578,"CHC, STL","nan, nan","NL, NL",1939-1940,0.1875,10.025,5.83,2.231,13.25,1.1,6.800000000000001,4.5,no
3.0,5.0,9.0,8.0,1.0,6.0,0.0,64.0,66.0,43.0,21.0,1.0,28.0,0.0,18.0,4.0,0.0,1.0,0,0,0,0,Gene McCann,27,64212,"BRO, BRO","nan, nan","NL, NL",1901-1902,0.3665,2.92,3.905,1.469,9.3,0.15,3.9,2.55,no
2.0,2.0,10.0,3.0,7.0,0.0,0.0,33.3,40.0,22.0,18.0,1.0,21.0,0.0,17.0,2.0,1.0,1.0,0,0,0,0,Gene Moore,26,68701,"PIT, PIT, CIN","nan, nan, nan","NL, NL, NL",1909-1912,0.3335,8.676666666666668,4.216666666666667,2.303,12.766666666666666,0.1666666666666666,7.966666666666666,5.8,no
53.0,69.0,545.0,68.0,175.0,6.0,1.0,1135.3,1121.0,565.0,517.0,120.0,442.0,37.0,690.0,35.0,10.0,48.0,0,0,0,0,Gene Nelson,32,71335,"NYY, SEA, SEA, CHW, CHW, CHW, OAK, OAK, OAK, OAK, OAK, OAK, TOT, CAL, TEX","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL",1981-1993,0.3901428571428571,4.304666666666666,4.2733333333333325,1.4103333333333334,9.186666666666667,0.92,3.506666666666667,5.066666666666666,no
54.0,49.0,200.0,99.0,71.0,47.0,6.0,979.8,1002.0,414.0,335.0,25.0,219.0,0.0,271.0,26.0,0.0,6.0,0,0,0,0,Gene Packard,31,75195,"CIN, CIN, CHC, TOT, CHC, STL, STL, PHI","nan, nan, nan, nan, nan, nan, nan, nan","NL, NL, NL, NL, NL, NL, NL, NL",1912-1919,0.5918571428571429,4.0275,3.7275,1.3095,9.8125,0.8375,1.975,2.75,no
8.0,9.0,104.0,4.0,54.0,0.0,0.0,190.3,177.0,94.0,77.0,14.0,108.0,14.0,116.0,3.0,2.0,13.0,0,0,0,0,Gene Pentz,25,77013,"DET, HOU, HOU, HOU","nan, nan, nan, nan","AL, NL, NL, NL",1975-1978,0.4046666666666667,4.0,4.2075,1.5905,8.375,0.525,5.975,5.675,no
0.0,1.0,8.0,0.0,1.0,0.0,0.0,6.1,10.0,8.0,7.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0,Gene Rounsaville,25,86168,CHW,,AL,1970-1970,0.0,9.95,4.69,1.895,14.2,1.4,2.8,4.3,no
28.0,42.0,140.0,62.0,47.0,24.0,3.0,598.1,604.0,307.0,249.0,22.0,227.0,16.0,193.0,11.0,1.0,14.0,0,0,0,0,Gene Schott,25,90166,"CIN, CIN, CIN, CIN, TOT, PHI, BRO","nan, nan, nan, nan, nan, nan, nan","NL, NL, NL, NL, NL, NL, NL",1935-1939,0.276,4.158333333333334,4.301666666666667,1.498,9.883333333333333,0.2833333333333334,3.633333333333333,2.2166666666666663,no
1.0,1.0,11.0,2.0,2.0,0.0,0.0,26.1,32.0,19.0,16.0,1.0,20.0,2.0,20.0,0.0,0.0,7.0,0,0,0,0,Gene Snyder,28,93913,LAD,,NL,1959-1959,0.5,5.47,3.8,1.975,10.9,0.3,6.8,6.8,no
8.0,7.0,116.0,0.0,30.0,0.0,0.0,127.2,122.0,76.0,65.0,20.0,64.0,4.0,84.0,5.0,0.0,7.0,0,0,0,0,Gene Stechschulte,28,95340,"STL, STL, STL","nan, nan, nan","NL, NL, NL",2000-2002,0.6389999999999999,4.983333333333333,5.696666666666666,1.471666666666667,8.366666666666667,1.5,4.9,5.566666666666666,no
47.0,35.0,185.0,68.0,66.0,27.0,6.0,684.8,602.0,305.0,249.0,35.0,328.0,35.0,315.0,11.0,2.0,12.0,0,0,0,0,Gene Thompson,30,99138,"CIN, CIN, CIN, CIN, NYG, NYG","nan, nan, nan, nan, nan, nan","NL, NL, NL, NL, NL, NL",1939-1947,0.5488333333333334,3.2783333333333338,3.898333333333333,1.409333333333333,7.866666666666667,0.5333333333333333,4.816666666666666,3.983333333333333,no
5.0,8.0,163.0,0.0,50.0,0.0,0.0,224.5,203.0,113.0,98.0,8.0,122.0,21.0,167.0,9.0,18.0,9.0,0,0,0,0,Gene Walter,27,104528,"SDP, SDP, NYM, TOT, NYM, SEA","nan, nan, nan, nan, nan, nan","NL, NL, NL, MLB, NL, AL",1985-1988,0.3888333333333333,3.77,3.4266666666666663,1.4601666666666666,8.1,0.1833333333333333,5.016666666666667,6.3,no
2.0,9.0,31.0,11.0,8.0,2.0,0.0,86.2,82.0,80.0,53.0,0.0,82.0,0.0,48.0,10.0,0.0,6.0,0,0,0,0,Gene Woodburn,25,108715,"STL, STL","nan, nan","NL, NL",1911-1912,0.1834999999999999,5.495,4.92,1.8635,8.2,0.0,8.6,5.050000000000001,no
20.0,41.0,69.0,60.0,8.0,46.0,3.0,485.4,556.0,348.0,252.0,12.0,226.0,0.0,219.0,24.0,0.0,25.0,0,0,0,0,Gene Wright,25,109040,"BRO, CLE, TOT, CLE, SLB, SLB","nan, nan, nan, nan, nan, nan","NL, AL, AL, AL, AL, AL",1901-1904,0.3839999999999999,5.478333333333334,3.1466666666666665,1.6968333333333334,11.666666666666666,0.1666666666666666,3.6166666666666663,4.933333333333334,no
201.0,154.0,516.0,368.0,94.0,188.0,21.0,2928.6,3081.0,1548.0,1375.0,172.0,1038.0,31.0,1027.0,21.0,4.0,28.0,0,1,0,0,General Crowder,37,21942,"WSH, TOT, WSH, SLB, SLB, SLB, TOT, SLB, WSH, WSH, WSH, WSH, TOT, WSH, DET, DET, DET","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, MVP-27, AS,MVP-7, nan, nan, nan, nan, nan","AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL",1926-1936,0.5408235294117647,4.624705882352941,4.241764705882353,1.476705882352941,9.729411764705883,0.5588235294117647,3.5647058823529414,3.217647058823529,no
5.0,6.0,74.0,2.0,9.0,0.0,0.0,83.2,67.0,45.0,35.0,7.0,51.0,1.0,98.0,10.0,0.0,10.0,0,0,0,0,Genesis Cabrera,24,15293,"STL, STL, STL","nan, nan, nan","NL, NL, NL",2019-2021,0.35,3.7466666666666666,4.286666666666666,1.4169999999999998,7.233333333333333,0.8333333333333334,5.533333333333334,10.533333333333331,active
2.0,0.0,15.0,0.0,5.0,0.0,0.0,16.0,17.0,10.0,9.0,5.0,8.0,2.0,8.0,0.0,0.0,2.0,0,0,0,0,Geno Espineli,25,29191,SFG,,NL,2008-2008,1.0,5.06,7.69,1.5630000000000002,9.6,2.8,4.5,4.5,no
1.0,0.0,18.0,0.0,6.0,0.0,0.0,23.4,36.0,23.0,23.0,3.0,14.0,2.0,19.0,0.0,0.0,1.0,0,0,0,0,Geoff Combe,25,19917,"CIN, CIN","nan, nan","NL, NL",1980-1981,1.0,9.22,3.52,2.022,13.0,0.75,5.25,9.05,no
16.0,10.0,287.0,0.0,68.0,0.0,0.0,350.4,364.0,176.0,153.0,34.0,123.0,23.0,230.0,22.0,2.0,12.0,0,0,0,0,Geoff Geary,32,35546,"PHI, PHI, PHI, PHI, PHI, HOU, HOU","nan, nan, nan, nan, nan, nan, nan","NL, NL, NL, NL, NL, NL, NL",2003-2009,0.632,4.522857142857143,4.467142857142857,1.511,10.05714285714286,0.9000000000000001,3.5285714285714285,5.671428571428572,no
1.0,1.0,54.0,0.0,14.0,0.0,0.0,61.3,71.0,50.0,48.0,9.0,42.0,0.0,61.0,5.0,1.0,7.0,0,0,0,0,Geoff Hartlieb,27,42383,"PIT, PIT, PIT","nan, nan, nan","NL, NL, NL",2019-2021,0.5,6.78,5.513333333333333,1.7603333333333333,8.533333333333333,0.8333333333333334,7.3,8.4,active
113.0,117.0,322.0,280.0,18.0,79.0,20.0,1911.4,2047.0,929.0,803.0,151.0,557.0,32.0,727.0,19.0,4.0,33.0,0,0,0,0,Geoff Zahn,39,110076,"LAD, LAD, TOT, LAD, CHC, CHC, MIN, MIN, MIN, MIN, CAL, CAL, CAL, CAL, CAL","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, CYA-6, nan, nan, nan","NL, NL, NL, NL, NL, NL, AL, AL, AL, AL, AL, AL, AL, AL, AL",1973-1985,0.4353333333333333,4.463333333333334,3.9766666666666666,1.4402,9.513333333333332,0.64,3.46,3.5733333333333333,no
0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.2,10.0,5.0,5.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,George Abrams,23,523,CIN,,NL,1923-1923,,9.64,5.18,2.786,19.3,0.0,5.8,1.9,no
0.0,0.0,10.0,1.0,2.0,0.0,0.0,14.1,25.0,15.0,15.0,4.0,10.0,1.0,3.0,0.0,0.0,1.0,0,0,0,0,George Bamberger,35,5385,"NYG, NYG, BAL","nan, nan, nan","NL, NL, AL",1951-1959,,11.52,10.653333333333334,2.68,15.9,4.133333333333334,8.233333333333333,2.2333333333333334,no
3.0,3.0,20.0,4.0,5.0,1.0,0.0,56.50000000000001,49.0,44.0,42.0,2.0,43.0,0.0,28.0,7.0,1.0,2.0,0,0,0,0,George Barnicle,23,5951,"BSN, BSN, BSN","nan, nan, nan","NL, NL, NL",1939-1941,0.5,6.366666666666667,4.173333333333334,1.4883333333333333,7.466666666666666,0.2666666666666666,5.933333333333334,4.366666666666667,no
38.0,49.0,124.0,79.0,38.0,51.0,7.0,684.5,682.0,315.0,245.0,10.0,263.0,0.0,283.0,29.0,0.0,11.0,0,0,0,0,George Baumgardner,24,6481,"SLB, SLB, SLB, SLB, SLB","nan, nan, nan, nan, nan","AL, AL, AL, AL, AL",1912-1916,0.4648,4.322,3.25,1.5932,10.26,0.06,4.08,3.7,no
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,George Beck,24,6919,CLE,,AL,1914-1914,,0.0,5.44,1.0,9.0,0.0,0.0,0.0,no
43.0,79.0,160.0,124.0,33.0,92.0,17.0,1085.3,1010.0,471.0,344.0,15.0,305.0,0.0,376.0,18.0,0.0,12.0,0,0,0,0,George Bell,36,7432,"BRO, BRO, BRO, BRO, BRO","nan, nan, nan, nan, nan","NL, NL, NL, NL, NL",1907-1911,0.357,3.0940000000000003,2.722,1.259,8.82,0.14,2.54,3.1,no
2.0,2.0,5.0,4.0,1.0,3.0,0.0,33.0,34.0,30.0,25.0,2.0,12.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,George Blackburn,27,8951,BLN,,NL,1897-1897,0.5,6.82,5.23,1.394,9.3,0.5,3.3,0.3,no
111.0,136.0,367.0,275.0,58.0,116.0,15.0,2078.2,2418.0,1212.0,1046.0,186.0,590.0,28.0,594.0,13.0,2.0,14.0,0,0,0,0,George Blaeholder,32,9050,"SLB, SLB, SLB, SLB, SLB, SLB, SLB, SLB, SLB, TOT, SLB, PHA, CLE","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL",1925-1936,0.4228333333333333,6.796923076923077,6.193076923076924,1.621,11.715384615384616,1.8461538461538465,2.876923076923077,2.423076923076923,no
6.0,12.0,61.0,18.0,29.0,7.0,0.0,201.4,232.0,156.0,106.0,4.0,134.0,0.0,93.0,19.0,0.0,14.0,0,0,0,0,George Boehler,34,9543,"DET, DET, DET, DET, DET, SLB, SLB, PIT, BRO","nan, nan, nan, nan, nan, nan, nan, nan, nan","AL, AL, AL, AL, AL, AL, AL, NL, NL",1912-1926,0.33125,4.608888888888889,4.245555555555556,1.7565555555555554,10.77777777777778,0.2222222222222222,5.055555555555555,3.3777777777777778,no
0.0,1.0,5.0,3.0,0.0,0.0,0.0,16.0,17.0,15.0,8.0,0.0,11.0,0.0,3.0,1.0,0.0,0.0,0,0,0,0,George Boggs,29,9606,TOT,,MLB,1928-1928,0.0,4.5,4.91,1.75,9.6,0.0,6.2,1.7,no
4.0,5.0,11.0,11.0,0.0,7.0,1.0,67.2,68.0,47.0,28.0,2.0,32.0,0.0,26.0,6.0,0.0,11.0,0,0,0,0,George Borchers,26,10154,"CHC, LOU","nan, nan","NL, NL",1888-1895,0.25,15.245,10.419999999999998,3.7165,11.25,0.15,22.2,1.75,no
99.0,107.0,226.0,210.0,16.0,192.0,25.0,1899.0,1974.0,1096.0,512.0,30.0,137.0,0.0,393.0,0.0,0.0,141.0,0,0,0,0,George Bradley,29,11050,"STL, CHC, TRO, PRO, TOT, DTN, CLV, CLV","nan, nan, nan, nan, nan, nan, nan, nan","NL, NL, NL, NL, NL, NL, NL, NL",1876-1882,0.4388571428571429,2.894285714285714,2.7842857142857147,1.1945714285714286,10.1,0.2142857142857142,0.6571428571428571,1.7285714285714289,no
88.0,118.0,436.0,274.0,58.0,45.0,18.0,1818.2,1728.0,863.0,775.0,181.0,752.0,75.0,1165.0,27.0,17.0,56.0,0,0,0,0,George Brunet,36,12788,"KCA, KCA, KCA, TOT, KCA, MLN, MLN, HOU, TOT, HOU, BAL, LAA, CAL, CAL, CAL, CAL, TOT, CAL, SEP, TOT, WSA, PIT, STL","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","AL, AL, AL, MLB, AL, NL, NL, NL, MLB, NL, AL, AL, AL, AL, AL, AL, AL, AL, AL, MLB, AL, NL, NL",1956-1971,0.34325,4.93,4.662608695652174,1.7074347826086955,10.443478260869568,1.182608695652174,4.952173913043478,5.8478260869565215,no
0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.1,4.0,4.0,4.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,George Burpo,24,13737,CIN,,NL,1946-1946,,15.43,7.62,3.857,15.4,0.0,19.3,3.9,no
1.0,2.0,35.0,3.0,11.0,0.0,0.0,52.3,44.0,20.0,19.0,4.0,25.0,3.0,32.0,5.0,0.0,5.0,0,0,0,0,George Cappuzzello,28,16088,"DET, HOU","nan, nan","AL, NL",1981-1982,0.25,3.135,4.15,1.278,7.45,0.7,4.05,5.6,no
82.0,103.0,408.0,127.0,185.0,62.0,6.0,1442.1,1536.0,871.0,729.0,124.0,631.0,38.0,627.0,27.0,5.0,15.0,0,0,0,0,George Caster,38,17044,"PHA, PHA, PHA, PHA, PHA, PHA, SLB, SLB, SLB, SLB, TOT, SLB, DET, DET","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL",1934-1946,0.4881428571428571,4.517857142857143,4.122142857142857,1.5070714285714286,9.435714285714283,0.6428571428571429,4.121428571428572,4.064285714285714,no
29.0,41.0,121.0,78.0,27.0,36.0,4.0,644.7,645.0,339.0,245.0,17.0,279.0,0.0,290.0,15.0,3.0,27.0,0,0,0,0,George Chalmers,28,17630,"PHI, PHI, PHI, PHI, PHI, PHI, PHI","nan, nan, nan, nan, nan, nan, nan","NL, NL, NL, NL, NL, NL, NL",1910-1916,0.3422857142857142,3.9557142857142855,3.5928571428571425,1.5415714285714286,9.357142857142858,0.2142857142857142,4.542857142857143,3.871428571428571,no
0.0,1.0,11.0,1.0,8.0,0.0,0.0,19.0,22.0,23.0,19.0,1.0,19.0,0.0,5.0,3.0,0.0,2.0,0,0,0,0,George Clark,22,18638,NYY,,AL,1913-1913,0.0,9.0,6.19,2.158,10.4,0.5,9.0,2.4,no
10.0,37.0,53.0,47.0,6.0,42.0,0.0,394.1,495.0,333.0,213.0,21.0,140.0,0.0,159.0,19.0,0.0,15.0,0,0,0,0,George Cobb,26,19280,BLN,,NL,1892-1892,0.213,4.86,3.53,1.61,11.3,0.5,3.2,3.6,no
1.0,2.0,26.0,2.0,15.0,0.0,0.0,89.0,110.0,58.0,52.0,6.0,39.0,0.0,22.0,2.0,0.0,1.0,0,0,0,0,George Cox,23,21346,CHW,,AL,1928-1928,0.3329999999999999,5.26,4.8,1.6740000000000002,11.1,0.6,3.9,2.2,no
0.0,0.0,2.0,1.0,1.0,1.0,0.0,7.1,5.0,4.0,4.0,0.0,5.0,0.0,3.0,2.0,0.0,1.0,0,0,0,0,George Crable,25,21381,BRO,,NL,1910-1910,,4.91,4.36,1.364,6.1,0.0,6.1,3.7,no
0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.2,2.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,George Craig,23,21419,PHA,,AL,1907-1907,,10.8,11.18,3.0,10.8,0.0,16.2,0.0,no
1.0,2.0,3.0,3.0,0.0,3.0,0.0,28.0,27.0,21.0,11.0,3.0,12.0,0.0,11.0,0.0,0.0,4.0,0,0,0,0,George Crosby,26,21847,CHC,,NL,1884-1884,0.3329999999999999,3.54,5.17,1.393,8.7,1.0,3.9,3.5,no
61.0,60.0,420.0,64.0,164.0,9.0,2.0,947.5,972.0,427.0,386.0,53.0,433.0,72.0,535.0,48.0,1.0,58.0,0,0,0,0,George Culver,30,22200,"CLE, CLE, CIN, CIN, TOT, STL, HOU, HOU, HOU, TOT, LAD, PHI, PHI","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","AL, AL, NL, NL, NL, NL, NL, NL, NL, NL, NL, NL, NL",1966-1974,0.5378461538461539,4.256923076923077,3.9238461538461538,1.6083076923076924,9.746153846153849,0.5230769230769231,4.715384615384616,4.953846153846154,no
16.0,25.0,123.0,36.0,66.0,19.0,0.0,476.3,444.0,247.0,166.0,2.0,178.0,0.0,167.0,17.0,0.0,15.0,0,0,0,0,George Cunningham,24,22309,"DET, DET, DET, DET","nan, nan, nan, nan","AL, AL, AL, AL",1916-1919,0.399,3.43,2.9425,1.3245,8.649999999999999,0.025,3.225,2.975,no
163.0,98.0,302.0,262.0,39.0,224.0,9.0,2281.6,2520.0,1346.0,884.0,62.0,609.0,0.0,504.0,69.0,2.0,32.0,0,0,0,0,George Cuppy,31,22321,"CLV, CLV, CLV, CLV, CLV, CLV, CLV, STL, BSN, BOS","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","NL, NL, NL, NL, NL, NL, NL, NL, NL, AL",1892-1901,0.6032,3.508,3.894,1.3609,10.07,0.26,2.2,1.91,no
0.0,3.0,3.0,3.0,0.0,0.0,0.0,15.2,19.0,15.0,13.0,0.0,24.0,0.0,2.0,0.0,0.0,1.0,0,0,0,0,George Curry,22,22347,SLB,,AL,1911-1911,0.0,7.47,7.11,2.745,10.9,0.0,13.8,1.1,no
0.0,3.0,3.0,3.0,0.0,3.0,0.0,21.0,31.0,19.0,14.0,0.0,8.0,0.0,8.0,1.0,0.0,2.0,0,0,0,0,George Daly,21,23224,NYG,,NL,1909-1909,0.0,6.0,2.74,1.857,13.3,0.0,3.4,3.4,no
1.0,1.0,4.0,3.0,1.0,2.0,0.0,29.0,41.0,32.0,25.0,2.0,18.0,0.0,6.0,3.0,0.0,1.0,0,0,0,0,George Darby,24,23306,CIN,,NL,1893-1893,0.5,7.76,5.9,2.0340000000000003,12.7,0.6,5.6,1.9,no
2.0,6.0,17.0,8.0,5.0,2.0,0.0,49.0,57.0,37.0,30.0,4.0,28.0,4.0,14.0,4.0,0.0,3.0,0,0,0,0,George Darrow,30,23371,PHI,,NL,1934-1934,0.25,5.51,5.63,1.735,10.5,0.7,5.1,2.6,no
12.0,22.0,42.0,34.0,8.0,27.0,0.0,317.4,339.0,224.0,150.0,8.0,115.0,0.0,115.0,6.0,0.0,18.0,0,0,0,0,George Davies,25,23539,"CLV, TOT, CLV, NYG","nan, nan, nan, nan","NL, NL, NL, NL",1892-1893,0.28375,6.9725,4.3875,1.76575,11.875,0.35,4.025,2.325,no
48.0,56.0,110.0,107.0,3.0,105.0,12.0,963.4,1064.0,639.0,322.0,14.0,182.0,0.0,428.0,0.0,0.0,35.0,0,0,0,0,George Derby,25,24885,"DTN, DTN, BUF","nan, nan, nan","NL, NL, NL",1881-1883,0.3843333333333332,3.77,2.85,1.4103333333333332,11.1,0.1999999999999999,1.6333333333333335,3.733333333333333,no
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,George Dickerson,24,25278,CLE,,AL,1917-1917,,0.0,2.26,0.0,0.0,0.0,0.0,0.0,no
0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.2,6.0,4.0,3.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,George Diehl,25,25375,"BSN, BSN","nan, nan","NL, NL",1942-1943,,3.475,4.465,1.4205,6.95,0.0,5.85,1.15,no
0.0,2.0,8.0,3.0,5.0,1.0,0.0,47.2,43.0,19.0,14.0,1.0,8.0,0.0,14.0,2.0,0.0,0.0,0,0,0,0,George Disch,26,25614,DET,,AL,1905-1905,0.0,2.64,2.84,1.07,8.1,0.2,1.5,2.6,no
