W,L,G,GS,GF,CG,SHO,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,ROY,AS,GG,CY,name,Age,index,Tm,Awards,Lg,Year,W-L%,ERA,FIP,WHIP,H9,HR9,BB9,SO9,hof
0.0,0.0,4.0,1.0,1.0,0.0,0.0,11.0,15.0,5.0,5.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,Amby Murray,23,70171,BSN,,NL,1936-1936,,4.09,4.95,1.636,12.3,0.8,2.5,1.6,no
10.0,15.0,209.0,14.0,23.0,0.0,0.0,234.5,210.0,137.0,133.0,50.0,124.0,9.0,276.0,9.0,1.0,10.0,0,0,0,0,Amir Garrett,29,35263,"CIN, CIN, CIN, CIN, CIN","nan, nan, nan, nan, nan","NL, NL, NL, NL, NL",2017-2021,0.4462,4.7700000000000005,5.156000000000001,1.3582,7.58,1.94,4.64,11.16,active
246.0,174.0,463.0,427.0,35.0,393.0,30.0,3777.5,3389.0,2068.0,1288.0,75.0,1707.0,0.0,1950.0,112.0,1.0,153.0,0,0,0,0,Amos Rusie,30,80979,"IND, NYG, NYG, NYG, NYG, NYG, NYG, NYG, NYG, CIN","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","NL, NL, NL, NL, NL, NL, NL, NL, NL, NL",1889-1901,0.5364,3.717,3.73,1.4309,9.16,0.22,3.7,4.34,no
2.0,1.0,11.0,0.0,7.0,0.0,0.0,10.2,13.0,10.0,10.0,2.0,6.0,0.0,5.0,1.0,0.0,0.0,0,0,0,0,Anastacio Martinez,25,62916,BOS,,AL,2004-2004,0.667,8.44,6.52,1.781,11.0,1.7,5.1,4.2,no
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Anderson Garcia,26,34791,PHI,,NL,2007-2007,,13.5,3.24,3.0,27.0,0.0,0.0,0.0,no
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Anderson Machado,22,60981,PHI,,NL,2003-2003,,,,,,,,,no
6.0,9.0,42.0,21.0,8.0,0.0,0.0,139.4,154.0,102.0,92.0,25.0,74.0,1.0,104.0,8.0,1.0,13.0,0,0,0,0,Andre Rienzo,26,83698,"CHW, CHW, MIA","nan, nan, nan","AL, AL, NL",2013-2015,0.2813333333333334,5.863333333333333,5.55,1.595,9.333333333333334,1.4666666666666668,5.0,6.7,no
2.0,1.0,37.0,0.0,8.0,0.0,0.0,41.4,29.0,16.0,16.0,6.0,34.0,1.0,43.0,0.0,0.0,3.0,0,0,0,0,Andre Scrubb,26,90738,"HOU, HOU","nan, nan","AL, AL",2020-2021,0.75,3.6,5.555,1.4895,6.25,1.4,7.199999999999999,9.15,active
2.0,3.0,40.0,0.0,18.0,0.0,0.0,47.2,40.0,31.0,30.0,4.0,38.0,4.0,46.0,4.0,0.0,6.0,0,0,0,0,Andres Berumen,25,8212,"SDP, SDP","nan, nan","NL, NL",1995-1996,0.4,5.54,6.050000000000001,1.5735,7.8,1.65,6.35,9.65,no
0.0,0.0,6.0,0.0,3.0,0.0,0.0,7.2,13.0,10.0,10.0,2.0,3.0,0.0,7.0,1.0,0.0,0.0,0,0,0,0,Andres Machado,28,60992,"KCR, WSN","nan, nan","AL, NL",2017-2021,,12.17,6.54,2.1475,15.65,2.45,3.7,8.0,active
1.0,1.0,22.0,0.0,3.0,0.0,0.0,23.0,16.0,10.0,10.0,2.0,11.0,0.0,30.0,0.0,1.0,1.0,0,0,0,0,Andres Munoz,20,69929,SDP,,NL,2019-2019,0.5,3.91,3.17,1.1740000000000002,6.3,0.8,4.3,11.7,no
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Andres Torres,26,100135,DET,,AL,2004-2004,,,,,,,,,no
7.0,6.0,26.0,18.0,5.0,1.0,1.0,120.2,135.0,73.0,55.0,18.0,25.0,0.0,79.0,4.0,1.0,2.0,0,0,0,0,Andrew Albers,31,1261,"MIN, TOR, MIN, SEA","nan, nan, nan, nan","AL, AL, AL, AL",2013-2017,0.5595,4.19,5.9375,1.3855,9.175,2.05,3.325,5.949999999999999,no
19.0,15.0,310.0,0.0,196.0,0.0,0.0,315.2,253.0,127.0,121.0,36.0,108.0,9.0,317.0,4.0,3.0,12.0,1,2,0,0,Andrew Bailey,33,4889,"OAK, OAK, OAK, BOS, BOS, NYY, TOT, PHI, LAA, LAA","AS,RoY-1, AS, nan, nan, nan, nan, nan, nan, nan, nan","AL, AL, AL, AL, AL, AL, MLB, NL, AL, AL",2009-2017,0.5185555555555555,3.669,3.965,1.1669,7.44,1.11,3.06,8.16,no
3.0,1.0,17.0,0.0,6.0,0.0,0.0,23.1,16.0,7.0,6.0,4.0,10.0,0.0,18.0,1.0,0.0,0.0,0,0,0,0,Andrew Bellatti,23,7526,TBR,,AL,2015-2015,0.75,2.31,5.23,1.114,6.2,1.5,3.9,6.9,no
0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.1,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,Andrew Brackman,25,10923,NYY,,AL,2011-2011,,0.0,6.88,1.714,3.9,0.0,11.6,0.0,no
4.0,3.0,73.0,0.0,22.0,0.0,0.0,86.2,67.0,38.0,37.0,4.0,46.0,5.0,78.0,5.0,0.0,7.0,0,0,0,0,Andrew Brown,27,12271,"CLE, OAK, OAK","nan, nan, nan","AL, AL, AL",2006-2008,0.75,3.7433333333333336,3.97,1.3256666666666663,6.5,0.3333333333333333,5.433333333333334,7.6,no
1.0,1.0,17.0,0.0,8.0,0.0,0.0,15.3,16.0,9.0,8.0,1.0,12.0,0.0,13.0,0.0,0.0,2.0,0,0,0,0,Andrew Carignan,25,16209,"OAK, OAK","nan, nan","AL, AL",2011-2012,0.5,4.46,4.495,1.7205,9.4,0.7,6.050000000000001,7.25,no
73.0,106.0,370.0,238.0,24.0,3.0,3.0,1474.5,1466.0,783.0,700.0,168.0,560.0,23.0,1121.0,50.0,2.0,54.0,0,0,0,0,Andrew Cashner,32,16934,"CHC, CHC, SDP, SDP, SDP, SDP, TOT, SDP, MIA, TEX, BAL, TOT, BAL, BOS","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","NL, NL, NL, NL, NL, NL, NL, NL, NL, AL, AL, AL, AL, AL",2010-2019,0.3921538461538461,4.295,4.388571428571429,1.3545,8.557142857142857,1.042857142857143,3.628571428571429,7.114285714285714,no
11.0,16.0,396.0,3.0,49.0,0.0,0.0,320.0,272.0,129.0,125.0,20.0,133.0,15.0,339.0,11.0,1.0,13.0,0,0,0,0,Andrew Chafin,31,14601,"ARI, ARI, ARI, ARI, ARI, ARI, TOT, ARI, CHC, CHC","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","NL, NL, NL, NL, NL, NL, NL, NL, NL, NL",2014-2021,0.3309,4.2780000000000005,3.692,1.3456,8.129999999999999,0.92,4.0,9.94,active
0.0,0.0,20.0,0.0,2.0,0.0,0.0,15.4,16.0,10.0,8.0,5.0,7.0,2.0,11.0,0.0,0.0,2.0,0,0,0,0,Andrew Faulkner,23,30576,"TEX, TEX","nan, nan","AL, AL",2015-2016,,4.77,7.595000000000001,1.469,9.1,3.0,4.1,5.3500000000000005,no
5.0,4.0,35.0,12.0,5.0,0.0,0.0,111.3,121.0,70.0,66.0,24.0,30.0,3.0,75.0,6.0,0.0,5.0,0,0,0,0,Andrew Good,25,37115,"ARI, ARI, DET","nan, nan, nan","NL, NL, AL",2003-2005,0.5,5.333333333333333,4.829999999999999,1.2446666666666666,8.9,1.8666666666666665,2.3000000000000003,8.033333333333333,no
29.0,35.0,106.0,104.0,2.0,1.0,1.0,579.8,570.0,307.0,295.0,99.0,164.0,3.0,594.0,27.0,0.0,25.0,0,0,0,0,Andrew Heaney,30,39663,"MIA, LAA, LAA, LAA, LAA, LAA, LAA, LAA","nan, nan, nan, nan, nan, nan, nan, nan","NL, AL, AL, AL, AL, AL, AL, AL",2014-2021,0.3541249999999999,5.16,4.99875,1.304,9.3625,2.0875,2.3625,9.375,active
10.0,4.0,125.0,15.0,21.0,0.0,0.0,153.4,153.0,75.0,68.0,20.0,47.0,9.0,148.0,6.0,0.0,6.0,0,1,0,0,Andrew Kittredge,31,52809,"TBR, TBR, TBR, TBR, TBR","nan, nan, nan, nan, AS","AL, AL, AL, AL, AL",2017-2021,0.61425,3.4799999999999995,3.922,1.2938,8.84,0.98,2.82,7.62,active
7.0,13.0,77.0,31.0,13.0,2.0,1.0,214.0,262.0,167.0,154.0,37.0,106.0,5.0,143.0,2.0,2.0,4.0,0,0,0,0,Andrew Lorraine,29,58863,"CAL, CHW, OAK, SEA, CHC, TOT, CHC, CLE, MIL","nan, nan, nan, nan, nan, nan, nan, nan, nan","AL, AL, AL, AL, NL, MLB, NL, AL, NL",1994-2002,0.2836666666666667,6.202222222222222,5.916666666666667,1.6994444444444443,10.366666666666667,1.588888888888889,4.955555555555556,5.277777777777778,no
1.0,0.0,27.0,0.0,4.0,0.0,0.0,27.1,40.0,18.0,18.0,2.0,10.0,2.0,22.0,2.0,0.0,0.0,0,0,0,0,Andrew McKirahan,25,65327,ATL,,NL,2015-2015,1.0,5.93,3.79,1.829,13.2,0.7,3.3,7.2,no
70.0,61.0,737.0,66.0,181.0,0.0,0.0,944.9,789.0,431.0,386.0,88.0,402.0,16.0,1183.0,67.0,2.0,47.0,0,2,0,0,Andrew Miller,36,60287,"DET, DET, FLA, FLA, FLA, BOS, BOS, BOS, TOT, BOS, BAL, NYY, TOT, NYY, CLE, CLE, CLE, STL, STL, STL","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, CYA-10, AS,CYA-9, nan, nan, AS, nan, nan, nan, nan","AL, AL, NL, NL, NL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, NL, NL, NL",2006-2021,0.5324736842105263,3.5605,3.3075,1.2433,7.279999999999999,0.785,3.92,11.38,active
1.0,5.0,12.0,10.0,1.0,0.0,0.0,63.2,66.0,40.0,39.0,16.0,9.0,0.0,33.0,1.0,0.0,0.0,0,0,0,0,Andrew Moore,25,68566,"SEA, SEA","nan, nan","AL, AL",2017-2019,0.1669999999999999,6.525,7.11,1.3265,10.4,3.0,1.5499999999999998,4.3,no
7.0,15.0,56.0,31.0,5.0,0.0,0.0,201.5,211.0,112.0,105.0,31.0,65.0,3.0,160.0,4.0,0.0,7.0,0,0,0,0,Andrew Suarez,27,96780,"SFG, SFG, SFG","nan, nan, nan","NL, NL, NL",2018-2020,0.175,4.666666666666667,5.17,1.4903333333333333,9.4,1.3666666666666665,4.0,6.3,no
0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.1,3.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,Andrew Taylor,25,98097,LAA,,AL,2012-2012,,11.57,8.24,3.0,11.6,0.0,15.4,0.0,no
9.0,12.0,55.0,31.0,9.0,0.0,0.0,178.5,177.0,110.0,96.0,27.0,62.0,1.0,162.0,10.0,0.0,10.0,0,0,0,0,Andrew Triggs,31,100377,"OAK, OAK, OAK, TOT, SFG, BOS","nan, nan, nan, nan, nan, nan","AL, AL, AL, MLB, NL, AL",2016-2020,0.2841666666666667,17.811666666666667,9.743333333333334,2.6571666666666665,7.333333333333333,1.6833333333333331,16.583333333333332,6.766666666666667,no
1.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,5.0,7.0,6.0,0.0,4.0,0.0,7.0,4.0,0.0,0.0,0,0,0,0,Andrew Vasquez,25,101919,"MIN, MIN","nan, nan","AL, AL",2018-2019,1.0,inf,3.36,1.4,9.0,0.0,3.6,12.6,no
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,Andrew Wantz,25,104620,LAA,,AL,2021-2021,,0.0,0.77,0.6,5.4,0.0,0.0,10.8,active
2.0,3.0,8.0,8.0,0.0,0.0,0.0,40.1,45.0,26.0,25.0,5.0,14.0,1.0,35.0,1.0,1.0,1.0,0,0,0,0,Andrew Werner,25,106046,SDP,,NL,2012-2012,0.4,5.58,4.09,1.463,10.0,1.1,3.1,7.8,no
113.0,133.0,372.0,337.0,13.0,24.0,8.0,2129.5,2241.0,1146.0,1031.0,253.0,657.0,63.0,1356.0,71.0,8.0,70.0,0,2,0,0,Andy Ashby,36,250,"PHI, PHI, TOT, COL, SDP, SDP, SDP, SDP, SDP, SDP, SDP, TOT, PHI, ATL, LAD, LAD, LAD, SDP","nan, nan, nan, nan, nan, nan, nan, nan, nan, AS, AS, nan, nan, nan, nan, nan, nan, nan","NL, NL, NL, NL, NL, NL, NL, NL, NL, NL, NL, NL, NL, NL, NL, NL, NL, NL",1991-2004,0.4272941176470588,4.602222222222222,4.350555555555555,1.3787222222222222,9.622222222222224,1.0833333333333333,2.7944444444444443,5.800000000000001,no
0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.1,14.0,9.0,9.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0,0,0,0,Andy Bednar,22,7008,"PIT, PIT","nan, nan","NL, NL",1930-1931,,19.125,9.375,3.125,24.75,4.55,3.4,5.65,no
0.0,2.0,6.0,3.0,1.0,0.0,0.0,20.2,31.0,26.0,24.0,1.0,10.0,1.0,11.0,2.0,1.0,4.0,0,0,0,0,Andy Beene,27,7120,"MIL, MIL","nan, nan","AL, AL",1983-1984,0.0,7.795,4.154999999999999,1.991,13.5,0.25,4.4,2.65,no
166.0,148.0,434.0,418.0,6.0,22.0,10.0,2683.5,2570.0,1313.0,1202.0,307.0,987.0,57.0,2171.0,61.0,16.0,68.0,0,1,0,0,Andy Benes,34,3917,"SDP, SDP, SDP, SDP, SDP, SDP, TOT, SDP, SEA, STL, STL, ARI, ARI, STL, STL, STL","RoY-5, nan, CYA-6, nan, AS, MVP-22, nan, nan, nan, CYA-3, nan, nan, nan, nan, nan, nan","NL, NL, NL, NL, NL, NL, MLB, NL, AL, NL, NL, NL, NL, NL, NL, NL",1989-2002,0.536875,4.166875,4.178125,1.3525625,8.64375,1.05625,3.53125,7.375,no
6.0,8.0,22.0,14.0,8.0,12.0,0.0,128.0,170.0,134.0,84.0,4.0,82.0,0.0,60.0,10.0,0.0,14.0,0,0,0,0,Andy Boswell,21,10400,"TOT, NYG, WHS","nan, nan, nan","NL, NL, NL",1895-1895,0.4206666666666667,5.91,5.21,1.974,12.033333333333331,0.3,5.766666666666667,4.2,no
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,Andy Bruckmiller,23,12700,DET,,AL,1905-1905,,27.0,3.52,5.0,36.0,0.0,9.0,9.0,no
0.0,2.0,24.0,0.0,8.0,0.0,0.0,41.2,38.0,23.0,22.0,8.0,14.0,3.0,24.0,7.0,0.0,0.0,0,0,0,0,Andy Carter,26,16721,"PHI, PHI","nan, nan","NL, NL",1994-1995,0.0,5.3,6.779999999999999,1.079,6.9,2.5,2.8,6.050000000000001,no
0.0,0.0,17.0,0.0,5.0,0.0,0.0,20.0,27.0,27.0,23.0,5.0,16.0,0.0,15.0,2.0,0.0,2.0,0,0,0,0,Andy Cavazos,26,17362,STL,,NL,2007-2007,,10.35,7.69,2.15,12.2,2.3,7.2,6.8,no
68.0,77.0,186.0,155.0,28.0,109.0,16.0,1332.9,1254.0,519.0,332.0,12.0,384.0,0.0,496.0,30.0,2.0,16.0,0,0,0,0,Andy Coakley,28,19253,"PHA, PHA, PHA, PHA, PHA, CIN, TOT, CIN, CHC, CHC, NYY","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","AL, AL, AL, AL, AL, NL, NL, NL, NL, NL, AL",1902-1911,0.416090909090909,4.119090909090909,2.9709090909090907,1.6283636363636362,11.072727272727272,0.0818181818181818,3.5818181818181816,3.6,no
0.0,1.0,4.0,0.0,3.0,0.0,0.0,5.1,4.0,3.0,3.0,1.0,7.0,0.0,4.0,0.0,0.0,2.0,0,0,0,0,Andy Cook,25,20282,NYY,,AL,1993-1993,0.0,5.06,7.86,2.063,6.8,1.7,11.8,6.8,no
0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,Andy Dunning,19,27286,NYG,,NL,1891-1891,0.0,4.5,12.53,3.0,13.5,4.5,13.5,4.5,no
23.0,30.0,270.0,39.0,90.0,8.0,0.0,616.8,627.0,328.0,290.0,53.0,246.0,17.0,188.0,11.0,3.0,17.0,0,0,0,0,Andy Hansen,28,41547,"NYG, NYG, NYG, NYG, NYG, NYG, PHI, PHI, PHI","nan, nan, nan, nan, nan, nan, nan, nan, nan","NL, NL, NL, NL, NL, NL, NL, NL, NL",1944-1953,0.3686666666666667,4.273333333333333,4.366666666666666,1.420777777777778,9.166666666666666,0.8222222222222223,3.6,2.7444444444444445,no
0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,6.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,Andy Harrington,24,41926,CIN,,NL,1913-1913,,9.0,2.81,1.75,13.5,0.0,2.3,2.3,no
62.0,96.0,528.0,149.0,180.0,32.0,6.0,1543.4,1551.0,762.0,651.0,88.0,703.0,69.0,879.0,36.0,10.0,75.0,0,0,0,0,Andy Hassler,33,42549,"CAL, CAL, CAL, CAL, TOT, CAL, KCR, KCR, TOT, KCR, BOS, TOT, BOS, NYM, TOT, PIT, CAL, CAL, CAL, CAL, STL, STL","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, AL, MLB, AL, NL, MLB, NL, AL, AL, AL, AL, NL, NL",1971-1985,0.3941904761904762,4.270909090909091,4.188636363636364,1.5521818181818183,9.631818181818184,0.7954545454545454,4.327272727272727,5.027272727272727,no
88.0,97.0,299.0,266.0,19.0,28.0,10.0,1643.8,1665.0,871.0,786.0,162.0,654.0,39.0,751.0,44.0,22.0,24.0,0,0,0,0,Andy Hawkins,31,42779,"SDP, SDP, SDP, SDP, SDP, SDP, SDP, NYY, NYY, TOT, NYY, OAK","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","NL, NL, NL, NL, NL, NL, NL, AL, AL, AL, AL, AL",1982-1991,0.4089166666666666,4.8325,4.764166666666667,1.4855833333333333,9.591666666666669,1.075,3.758333333333333,4.1000000000000005,no
20.0,26.0,211.0,6.0,113.0,1.0,0.0,473.7,526.0,233.0,196.0,16.0,154.0,18.0,117.0,5.0,3.0,6.0,0,0,0,0,Andy Karl,33,51127,"TOT, BOS, PHI, PHI, PHI, PHI, BSN","nan, nan, nan, nan, MVP-27, nan, nan","MLB, AL, NL, NL, NL, NL, NL",1943-1947,0.4332857142857143,4.284285714285714,3.5742857142857143,1.5907142857142855,10.985714285714286,0.2428571428571428,3.314285714285714,1.9571428571428573,no
0.0,2.0,4.0,2.0,0.0,0.0,0.0,22.3,22.0,19.0,18.0,1.0,16.0,1.0,8.0,2.0,0.0,2.0,0,0,0,0,Andy Lapihuska,20,55805,"PHI, PHI","nan, nan","NL, NL",1942-1943,0.0,14.185,7.775,2.4405,13.35,1.95,8.65,1.75,no
3.0,14.0,60.0,15.0,22.0,0.0,0.0,130.5,174.0,136.0,127.0,24.0,91.0,7.0,93.0,5.0,0.0,7.0,0,0,0,0,Andy Larkin,26,55860,"FLA, FLA, TOT, CIN, KCR","nan, nan, nan, nan, nan","NL, NL, MLB, NL, AL",1996-2000,0.091,6.728,5.924,1.834,10.26,1.44,6.24,6.9,no
45.0,42.0,421.0,79.0,125.0,3.0,1.0,983.1,918.0,428.0,376.0,67.0,349.0,41.0,720.0,18.0,18.0,34.0,0,0,0,0,Andy McGaffigan,34,64931,"NYY, SFG, SFG, TOT, MON, CIN, CIN, MON, MON, MON, MON, TOT, SFG, KCR, KCR","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","AL, NL, NL, NL, NL, NL, NL, NL, NL, NL, NL, MLB, NL, AL, AL",1981-1991,0.5341666666666667,4.229333333333333,3.701333333333333,1.4024,9.293333333333331,0.7866666666666667,3.333333333333333,6.1,no
130.0,99.0,344.0,295.0,30.0,98.0,27.0,2226.6,1719.0,812.0,709.0,174.0,831.0,44.0,1625.0,40.0,7.0,70.0,0,4,2,0,Andy Messersmith,33,60224,"CAL, CAL, CAL, CAL, CAL, LAD, LAD, LAD, ATL, ATL, NYY, LAD","nan, MVP-29, nan, AS,CYA-5, nan, nan, AS,CYA-2,MVP-16,GG, AS,CYA-5,MVP-24,GG, AS, nan, nan, nan","AL, AL, AL, AL, AL, NL, NL, NL, NL, NL, AL, NL",1968-1979,0.5106666666666667,3.2591666666666668,3.7083333333333335,1.21,7.183333333333334,0.8916666666666666,3.7083333333333335,6.5,no
0.0,0.0,2.0,1.0,1.0,0.0,0.0,9.0,11.0,4.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,Andy Nelson,23,71303,CHW,,AL,1908-1908,,2.0,3.55,1.6669999999999998,11.0,0.0,4.0,1.0,no
0.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0,15.0,11.0,9.0,0.0,7.0,0.0,5.0,3.0,0.0,0.0,0,0,0,0,Andy O'Connor,23,72823,NYY,,AL,1908-1908,0.0,10.13,4.6,2.75,16.9,0.0,7.9,5.6,no
0.0,5.0,7.0,7.0,0.0,0.0,0.0,31.2,37.0,29.0,25.0,6.0,21.0,2.0,23.0,4.0,0.0,4.0,0,0,0,0,Andy Oliver,23,73459,"DET, DET","nan, nan","AL, AL",2010-2011,0.0,6.94,7.195,1.8695,10.4,2.0,6.35,6.050000000000001,no
256.0,153.0,531.0,521.0,3.0,26.0,4.0,3311.8,3448.0,1572.0,1418.0,288.0,1031.0,42.0,2448.0,55.0,11.0,69.0,0,3,0,0,Andy Pettitte,41,74868,"NYY, NYY, NYY, NYY, NYY, NYY, NYY, NYY, NYY, HOU, HOU, HOU, NYY, NYY, NYY, NYY, NYY, NYY","RoY-3, AS,CYA-2,MVP-14, CYA-5, nan, nan, CYA-4, AS, nan, CYA-6, nan, CYA-5,MVP-24, nan, nan, nan, nan, AS, nan, nan","AL, AL, AL, AL, AL, AL, AL, AL, AL, NL, NL, NL, AL, AL, AL, AL, AL, AL",1995-2013,0.6260555555555556,3.812222222222223,3.72,1.3400555555555556,9.238888888888887,0.7833333333333333,2.8,6.766666666666667,no
0.0,1.0,5.0,0.0,1.0,0.0,0.0,2.3,1.0,5.0,5.0,0.0,11.0,1.0,2.0,1.0,0.0,0.0,0,0,0,0,Andy Pratt,24,79545,"ATL, CHC","nan, nan","NL, NL",2002-2004,0.0,14.175,13.355,3.975,3.4,0.0,32.4,6.1,no
9.0,5.0,35.0,18.0,6.0,3.0,2.0,157.1,190.0,80.0,70.0,14.0,49.0,3.0,43.0,1.0,0.0,5.0,0,0,0,0,Andy Replogle,25,82835,"MIL, MIL","nan, nan","AL, AL",1978-1979,0.643,4.775,3.6,1.6875,12.65,0.4,2.55,2.4,no
8.0,5.0,20.0,15.0,2.0,3.0,1.0,106.2,85.0,39.0,37.0,2.0,37.0,2.0,46.0,2.0,5.0,4.0,0,0,0,0,Andy Rincon,23,83846,"STL, STL, STL","nan, nan, nan","NL, NL, NL",1980-1982,0.6333333333333333,3.036666666666666,3.0866666666666664,1.1216666666666668,7.133333333333333,0.1666666666666666,2.9666666666666663,4.066666666666666,no
0.0,1.0,4.0,2.0,0.0,0.0,0.0,9.2,16.0,14.0,10.0,3.0,5.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,Andy Rush,35,86656,BRO,,NL,1925-1925,0.0,9.31,6.95,2.172,14.9,2.8,4.7,3.7,no
3.0,9.0,151.0,0.0,35.0,0.0,0.0,147.2,153.0,87.0,85.0,16.0,93.0,10.0,141.0,4.0,0.0,9.0,0,0,0,0,Andy Sisco,24,92628,"KCR, KCR, CHW","nan, nan, nan","AL, AL, AL",2005-2007,0.1786666666666666,6.19,4.953333333333333,1.8066666666666664,10.166666666666666,1.0666666666666669,6.1000000000000005,8.5,no
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.1,1.0,6.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,Andy Sommerville,18,94098,BRO,,NL,1894-1894,0.0,162.0,48.81,18.0,27.0,0.0,135.0,0.0,no
28.0,31.0,132.0,80.0,33.0,1.0,1.0,538.7,617.0,339.0,316.0,79.0,136.0,11.0,343.0,20.0,0.0,14.0,0,0,0,0,Andy Sonnanstine,28,94124,"TBD, TBR, TBR, TBR, TBR","nan, nan, nan, nan, nan","AL, AL, AL, AL, AL",2007-2011,0.4232,5.398,5.116,1.423,10.28,1.52,2.52,5.3,no
0.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,9.0,10.0,10.0,2.0,5.0,0.0,2.0,0.0,0.0,1.0,0,0,0,0,Andy Tomasic,31,99953,NYG,,NL,1949-1949,0.0,18.0,9.91,2.8,16.2,3.6,9.0,3.6,no
1.0,3.0,5.0,5.0,0.0,1.0,1.0,30.0,38.0,13.0,10.0,2.0,6.0,0.0,5.0,0.0,0.0,1.0,0,0,0,0,Andy Van Hekken,22,101689,DET,,AL,2002-2002,0.25,3.0,4.1,1.467,11.4,0.6,1.8,1.5,no
0.0,0.0,3.0,0.0,3.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,Andy Varga,20,101824,"CHC, CHC","nan, nan","NL, NL",1950-1951,,1.5,6.695,1.8335,3.0,0.0,13.5,1.5,no
1.0,6.0,44.0,9.0,16.0,0.0,0.0,91.1,85.0,59.0,52.0,15.0,34.0,3.0,70.0,2.0,0.0,3.0,0,0,0,0,Aneury Rodriguez,24,84747,"HOU, HOU","nan, nan","NL, NL",2011-2012,0.143,4.135,5.565,1.0075,5.9,2.2,3.2,7.9,no
0.0,1.0,5.0,0.0,3.0,0.0,0.0,4.0,8.0,1.0,1.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,Angel Castro,32,17216,OAK,,AL,2015-2015,0.0,2.25,6.63,2.75,18.0,2.3,6.8,9.0,no
3.0,10.0,88.0,14.0,19.0,0.0,0.0,156.3,151.0,86.0,84.0,20.0,73.0,5.0,143.0,10.0,1.0,13.0,0,0,0,0,Angel Guzman,27,39227,"CHC, CHC, CHC, CHC","nan, nan, nan, nan","NL, NL, NL, NL",2006-2009,0.1666666666666666,4.8725,4.317500000000001,1.431,8.925,1.025,3.925,8.375,no
17.0,21.0,116.0,47.0,11.0,3.0,0.0,363.1,355.0,202.0,180.0,41.0,206.0,12.0,243.0,7.0,4.0,22.0,0,0,0,0,Angel Miranda,27,67740,"MIL, MIL, MIL, MIL, MIL","nan, nan, nan, nan, nan","AL, AL, AL, AL, AL",1993-1997,0.428,4.522,5.23,1.607,9.12,1.02,5.34,5.66,no
4.0,10.0,21.0,12.0,3.0,3.0,0.0,80.2,82.0,41.0,36.0,9.0,37.0,0.0,34.0,1.0,0.0,3.0,0,0,0,0,Angel Moreno,27,68991,"CAL, CAL","nan, nan","AL, AL",1981-1982,0.275,3.805,4.565,1.445,8.9,0.95,4.1,3.7,no
